"","merged.pos","D75046-","D75054-","D75064-","D75066-","D75077-","D75079-","D75150-","D75173-","D75201-","D75211-","D75224-","D75239-","D75240-","D75251-","D75290-","D75292-","D75315-","D75327-","D75338-","D75366-","D75383R","mean"
"2854",2854,0.00507193872269951,0.00628398791540785,0.00326207662409772,0.00570136636193846,0.00627368971376291,0.00330801274197501,0.00555041628122109,0.00613702298594064,0.00346975790552796,0.00366620111731844,0.00719812848659349,0.00234509997531474,0.00321819352070371,0.00526360472026488,0.00374907593198859,0.00455549420209829,0.00288421920065925,0.00396712949844148,0.00515746735432898,0.00334150144798396,0.00239152716091561,0.00441885294615155
"2855",2855,0.00133827465513692,0.00269343780607248,0.00382768459878906,0.00120349012135192,0.000532623169107856,0.00112895132965379,0.000479386385426654,0.0016850146034599,0.00126113344368251,0.000873515024458421,0.000897988505747126,0.000740283775447255,0.000973499188750676,0.00119138796698153,0.00137239377144365,0.00873665233670781,0.0023406305934187,0.00244428468727534,0.00306435137895812,0.00145544111061352,0.00139762403913347,0.00188752611864841
"2856",2856,0.01075936271467,0.00567550894509562,0.0128392994208359,0.00755439161966156,0.00653072104491537,0.00579199194157643,0.00676655389076849,0.00484125197027696,0.00771801400381922,0.00368744512730465,0.00473157415832575,0.0069660405523075,0.0117749672917575,0.00685635927322592,0.00547092898519631,0.0100558659217877,0.00638622796057198,0.00695551369366758,0.00562055517320486,0.0102766798418972,0.0133849947164495,0.00764972610701505
"2857",2857,0.00134034436539849,0.00134211810639336,0.00124930594114381,0.00099502487562189,0.000659717640849716,0.00212128774644372,0.0019020446980504,0.00190114068441065,0.00157059839798963,0.000696015312336871,0.00144066270484423,0.000741839762611276,0.000544306553450904,0.00119260584376863,0.00152031454783748,0.000693866222592284,0.000551267916207277,0.00194566548965915,0.00147542844172058,0.00191376787121468,0.00314905528341498,0.00137839897171238
"2858",2858,0.00175583557116298,0.0116179527944234,0.00207900207900208,0.00148720999405116,0.00196798740488061,0.00161872743120408,0.000478240076518412,0.00402414486921529,0.00196448216250196,0.001564401181992,0.000906453952139231,0.0030902348578492,0.00403006208474022,0.00551080966511234,0.00157720414278955,0.00361965752471112,0.00193130086908539,0.00216590859865714,0.00226346763241286,0.00236619718309859,0.00175500175500176,0.00275115627764521
"2859",2859,NA,0.00858790332474543,NA,0.00377470944670706,0.0107767117886713,0.00586034912718205,0.00239693192713327,0.0106478368078906,0.00715127701375246,NA,0.00470162748643761,NA,NA,NA,0.0109895860589251,NA,0.00702576112412178,0.00500290023201856,0.00352112676056338,NA,0.0186685452624163,0.00762348202773576
"2860",2860,0.00248575867426204,0.00146663407479834,0.00208289939595918,0.00267538644470868,0.00117893633743778,0.00149290868375218,0.00191204588910134,0.00111744328975304,0.00227897838899804,0.00296839532041208,0.00090481360839667,0.00148075024679171,0.00206678994887414,0.00304182509505703,0.00161525635681534,0.00112139052425007,0.00316717157807766,0.00217060994139353,0.00272727272727273,0.0020249746878164,0.00386507378777231,0.00208787214293811
"2861",2861,NA,0.00369230769230769,0.00605933974091099,0.0046822076110779,0.00435873728701625,0.00689568706118355,0.0206929740134745,0.00436925834640376,0.00403960396039604,0.00298664792691497,0.0021973997436367,0.00417536534446764,0.00403797882789479,0.00531869987336429,0.00342555994729908,0.00405651140019583,0.00348577802565533,0.00377687391051714,0.00527341510948068,0.00518076359950445,0.00425079702444208,0.00514779532230718
"2862",2862,0.00286591606960082,0.0121817517358996,NA,0.002077767883645,0.01332636529919,0.000992186531067841,0.00476190476190476,NA,0.00141476066965338,NA,0.000724768979887661,0.00121669302834895,0.000978260869565217,0.00267580901413162,0.0019733084073324,0.00237198269847914,0.00165585759624672,0.00223665223665224,0.00181756219470635,0.00791615564722935,0.000701508242721852,0.00343828954812572
"2863",2863,0.00223713646532438,0.0020511583011583,0.00181602290982748,0.00244259892525647,0.00350558296546352,0.00306222439980402,0.00513538748832866,0.00188742089485955,0.00261344737467332,0.00192644483362522,0.00329489291598023,0.00206235593837195,0.00282547272332102,0.00159195643066611,0.00369195569653164,0.00166898470097357,0.00221606648199446,0.002447099467396,0.00281056773468241,0.00244798041615667,0.00172354360565322,0.00254563336524039
"2864",2864,0.0049832197701617,0.00340260055899866,0.00270139225600887,0.00263363246195864,0.00541027953110911,0.00341380151182638,0.00326492537313433,0.00347144456886898,0.00323471400394477,0.00419213973799127,0.00183789744532255,0.00251346499102334,0.00395341382626349,0.00339393939393939,0.00451894277757343,0.00374843815077051,0.00166412425461101,0.00447912151423205,0.00436876890332699,0.00328335339827077,0.00213143872113677,0.00345719300716538
"2865",2865,NA,NA,0.0533891094724901,0.0119001170503316,0.00997768150190364,0.0099594245665806,0.0033112582781457,NA,NA,NA,0.001158972377825,NA,NA,NA,NA,NA,0.030298779632487,NA,0.00651950131533798,0.18850654617078,0.00797780090183836,0.032299919126772
"2866",2866,0.00262626262626263,0.00245098039215686,0.00254741013303142,0.00171578522406136,0.00199574241617882,0.00232498062516146,0.00144300144300144,0.00453088739087192,0.00231370671772778,0.00599118942731278,0.00512517248176621,0.00274659660855027,0.00181721004810262,0.00395193160738769,0.00240204974911925,0.00483916880159408,0.00148898153662895,0.00295790671217292,0.00314942260585559,0.00238935032426897,0.00220507166482911,0.00290537183504963
"2867",2867,0.00273473108477666,0.0032520325203252,0.00438017103524995,0.00407648257788993,0.00284752782811287,0.00303183425972713,0.00234631628343501,0.00371909866549989,0.00283464566929134,0.00435767822903957,0.00559075661572866,0.00166587339362208,0.00118687958567113,0.00321241087518608,0.00464108910891089,0.0048944203607887,0.012269073473417,0.00410049951539551,0.00344748333716387,0.00258899676375405,0.00418994413407821,0.00387466406271732
"2868",2868,0.0110735158412796,0.0579599131877952,NA,0.00900722557656142,0.0039333945194703,0.00381000762001524,0.00048030739673391,NA,0.00932865571679158,0.0109212612295226,NA,0.00215982721382289,0.158952781673679,0.00546058879392213,NA,NA,0.00530389908256881,0.00752388834549695,0.0035265075819913,NA,NA,0.0206744124128322
"2869",2869,0.000303275374039628,0.000857527869655764,NA,0.00794804691286227,0.00116444559451417,0.00127258844489692,0.00187793427230047,NA,0.00407619346241279,0.000872448089338684,0.00925754489909276,0,0.000537114620259964,0.00193663335657293,NA,0.00125803746155997,NA,0.0144008356961648,0.00264519838987924,0.0166971884089195,NA,0.00406906330327937
"2870",2870,NA,0.0593093093093093,0.00786827917820195,NA,0.00606940229581739,NA,0.00520833333333333,0.00532666594195021,0.00637494097276877,0.00438212094653812,0.0366541353383459,NA,NA,0.00633010315723664,NA,NA,NA,0.00597443847840883,0.00454757462686567,0.00684931506849315,NA,0.0129078848872724
"2871",2871,0.00516717325227964,0.00357936312021723,0.00634128963306021,NA,0.0019546520719312,0.00869231752524607,0.00375410605349601,0.00304215558452847,0.00251078854452727,0.00192982456140351,0.00241501021735092,0.0033112582781457,0.0015852885225111,0.00262325437852018,NA,0.00139801481895708,NA,0.0109840505567258,0.00162149640954366,0.00506410947096218,NA,0.00388083252937684
"2872",2872,0.00588712951684937,0.00933087783916513,0.0104597951623447,0.00772238514173998,0.00561137935534386,0.00486742666837454,0.0037593984962406,0.00502897124740352,0.00642079711847154,0.00718415980374978,0.0066815144766147,0.00747419622731048,0.00466998754669988,0.00597746953789562,0.00524484603001506,0.00614954577218728,NA,0.00685550700617749,0.00639906922629436,0.00762866659503599,0.00457585357268567,0.00639644881702998
"2873",2873,0.00487147595356551,0.00384949708183286,NA,0.00289855072463768,NA,0.00258031221777835,0.00194647201946472,NA,0.00259454359619467,0.00406360424028269,0.00429344782527534,0.0029034599564481,0.00264522272775368,0.00417117256295381,0.00270115838138279,0.00322988344333661,0.00310910118711136,0.00589090352689159,0.00400582665695557,0.0030840400925212,NA,0.00346109836437568
"2874",2874,0.00155730897009967,0.00193166727031269,0.027255985267035,0.0415128230715497,0.00259336099585062,0.00254777070063694,0.00293398533007335,0.00548907673729279,0.00296620092108344,0.0047568710359408,0.000743218134522482,0.0148550724637681,0.00475737392959087,0.00284200015362163,0.00155537121526338,0.00210231254379818,0.00617630544637844,0.00946445060018467,0.00424602693194225,0.00628794449262793,NA,0.00732875631057865
"2875",2875,0.00113895216400911,0.00130331753554502,0.00169716646989374,0.000698951572641038,0.000387646982814317,0.000750375187593797,0,0.00142794376098418,0.00117352526991081,0.00106063284426374,0.0011171104077453,0.00108656283955089,0.0012666244458518,0.000690078208863671,0.000936134803411691,0.00140845070422535,0.00112391121101433,0.00154249575813667,0.00182060929724481,0.00129771817886882,NA,0.00109641038212845
"2876",2876,0.00424254966887417,0.00307437625635568,0.00447181291694157,0.00479712172696382,0.00385901723694366,0.00399301222859995,0.00292825768667643,0.00505883646761245,0.00344476630392234,0.00478553704360156,0.00392523364485981,0.00664491965688051,0.00506329113924051,0.00229726625315874,0.00339372422074871,0.00324080597435536,0.00340570455512984,0.00386249517188104,0.00315687226809131,0.00194300518134715,0.00431034482758621,0.00389995002046528
"2877",2877,0.00256436557595651,0.00222664947849525,0.00858493997817388,0.00436118544949946,NA,0.00198930747233619,0.032555879494655,0.00451045104510451,0.00320362556649476,0.00247568523430592,0.0102363670202866,0.00168350168350168,0.0010495382031906,0.00426991993900114,0.00286204922724671,0.0307085505000704,0.00378734745406088,0.00222375584694425,0.00288600288600289,0.00622451169778923,0.00107642626480086,0.00647400300089584
"2878",2878,0.00204227509445522,0.0034952813701503,0.00087361677344205,0.00433882260132137,0.00256838320277385,0.00284055823144374,0.0019351717464925,0.00132362673726009,0.00219023779724656,0.00337357954545455,0.00223671947809879,0.00239177230327673,0.00511695906432749,0.00372538584353379,0.00286234712464221,0.00182943990993527,0.00252596126859388,0.00406441717791411,0.00179619207280565,0.00246041934103552,0.00609537468626748,0.00286126387478434
"2879",2879,0.00112359550561798,0.001862847828618,0.00197310727857352,0.00147914406863228,0.00153806716226609,0.00098936433341578,0.00145419292292777,0.000884662169633971,0.00156568028808517,0.00337897919260181,0.00260853363145146,0.00203763634184346,0.00115147074217523,0.00167465935906219,0.00150994480891388,0.00112501757839966,0.000701459034792368,0.00292038118659699,0.00227544910179641,0.00149748636217777,0.00288288288288288,0.00174450294192689
"2880",2880,0.0377782315703492,0.00847162585586631,NA,0.00483616265298066,0.0152544545571081,0.00454433800049128,0.00291120815138282,NA,0.00915982312065698,NA,NA,0.00227082586351141,0.00251177394034537,NA,NA,0.00565530892124982,NA,NA,0.00227490421455939,0.00919491072383193,NA,0.00873863063102777
"2881",2881,0.0115506490851477,0.00324939073923639,NA,0.00443568260226713,0.00271212708252615,0.00271370420624152,0.00291403593977659,NA,0.00331387091683762,0.00558558558558559,0.00149309443822322,0.00167564332734889,0.00188560653676933,0.00287856980531778,0.00319572506286672,0.00296987696224014,0.00564971751412429,0.00398223311379997,0.00336094106349778,0.00417246175243394,0.00216138328530259,0.00367896310629175
"2882",2882,0.00122686841836213,0.000813858853621672,0.00225782957028405,0.00405619311436486,NA,NA,0.000970873786407767,0.00231226602070029,0.006130629568498,0.00215323883007357,0.00149003538834047,0.000957166786312515,0.000733521953264173,NA,NA,0.00715488215488216,0.00225892983199209,0.165836124499632,0.00168674698795181,0.00213903743315508,NA,0.0126361376998652
"2883",2883,0.00455235204855842,0.00308818483358115,0.00518134715025907,0.00397479398933592,NA,0.00599168500855955,0.00140911225927666,0.00462402289992293,0.00188694079723249,0.0018037518037518,0.00186497575531518,0.0023623907394283,0.00165597184847858,0.00143352950052814,0.0125881431183077,0.0023859649122807,0.00240214780274127,0.00423108218063466,0.00234521575984991,0.00251572327044025,0.00323275862068966,0.00347650471495862
"2884",2884,0.00151729718794254,0.037948717948718,0.00574630081884787,0.0055141723904421,NA,NA,0.00328022492970947,NA,0.00220004714386737,0.00198879045380582,0.00186567164179104,0.00153700638448806,0.00217481358740679,0.00308479422165375,0.00611349148291357,0.00602662929222144,0.00155608997029283,0.00259613824436151,0.00222196234358555,0.00490451841803193,0.00214899713467049,0.00513475908859723
"2885",2885,0.0043570777181072,0.00704945992040932,0.0042188058634251,0.00514713023210644,0.00412849954844536,0.00390768103553547,0.00848256361922714,0.00353591160220994,0.00420468068226894,0.00730727073438071,0.00562218890554723,0.00344786588990608,0.00364849369331804,0.00469378632096558,0.00474008532153579,0.00212554910018421,0.00655644241733181,0.00401929260450161,0.00377313995991039,0.00500886987373474,0.00389242745930644,0.00475558202392179
"2886",2886,NA,0.000908884344467167,0.00236440495808555,0.00656476582402508,0.0019302535066272,0.00452156910668459,0.000943841434638981,0.00188011501880115,0.00119760479041916,0.00337774441733909,0.00190876121397213,NA,NA,0.00216030989272944,0.012186036611324,NA,0.00172811059907834,0.00234248788368336,0.00178486435030938,0.0142240016858076,0.00319943121222894,0.00371901099118948
"2887",2887,0.0065252854812398,0.0049813200498132,0.00881871844107816,0.00369470102090423,0.00657047152795671,0.00513573000733676,0.00283018867924528,0.00404636920384952,0.0066619081608375,NA,0.00511073253833049,0.00406747218566814,0.00705708868759216,0.00574198359433259,0.0067900907113681,0.00595660190043965,0.00911032028469751,0.157645358175394,0.00436475168101923,0.00385095753538718,0.00391737891737892,0.0131438714391935
"2888",2888,0.00998970133882595,0.00284478834774693,0.0046099546207592,0.00591133004926108,0.00850950671453264,0.00274622394207964,0.00239808153477218,0.00318576293529606,0.0026857654431513,0.00291788245102126,0.00174486234974796,0.00108721913505678,0.001914486279515,0.0048109448996467,0.0020057461917927,0.00142959256611866,0.00247093023255814,0.00289785076068582,0.00397830018083183,0.00306068601583113,0.00432900432900433,0.00359660096753501
"2889",2889,0.00308356460067838,0.0039583804569102,0.00309530665131011,0.00215559474818734,0.00537493445201888,0.00668896321070234,0.00190748688602766,0.00308573947542429,0.0040270618556701,0.0129147625670574,0.00554811555385498,0.00290135396518375,0.00595617953626888,0.00222353987548177,0.0161513122941239,0.00212735782158559,0.00514359194170596,0.00339974699557242,0.00166686510298845,0.00533584431889517,0.00106647707074298,0.00465772282763765
"2890",2890,0.00166962329124491,0.00353639060004563,0.00307647231174919,0.0030996900309969,0.00504916290193994,0.00200677285839709,0.00196947316592811,0.0018853277143174,0.0017948927143673,0.00181378476420798,0.00117073170731707,0.00111482720178372,0.00153795452048775,0.00250493396083194,0.00173216412255061,0.00416307780648866,0.00245700245700246,0.0022075055187638,0.00209488601355514,0.00225539684244442,0.0021978021978022,0.00234942250962963
"2891",2891,0.00158177791838026,0.00113791533909877,0.00160924584887719,0.0013983220135837,0.00213106020245072,0.00125612360256249,0.00196463654223969,0.00180078784468205,0.000971502590673575,0.000800480288172904,0.000957854406130268,0.00111482720178372,0.000770331242434247,0.00197014472986285,0.00149221914303986,0.00184580434473946,0.000718390804597701,0.00173228346456693,0.00147765053564832,0.00237504048364461,0.00293255131964809,0.00152566427937226
"2892",2892,0.0015854560828665,0.00204918032786885,0.00168227033352838,0.0014001400140014,0.00186641781095854,0.00163337102651087,0.000983284169124877,0.00135379061371841,0.000484926856865756,0.00159299084030267,0.00190766882869134,0.00149179512680259,0.00132464951981455,0.00197163873511792,0.00133198358996217,0.00142389292325217,0.0012921751615219,0.00157878118092832,0.00172498767865944,0.00259291270527226,0.00220426157237326,0.00159412262372106
"2893",2893,0.00150005357334191,0.00149014213663457,0.00154855836590222,0.00111471422780705,0.00228648285137861,0.00291656099416688,0.00149402390438247,0.00136908157444381,0.00129533678756477,0.0018003600720144,0.000573175391669851,0.00340136054421769,0.00245563120884027,0.00175385084642367,0.00181876537926607,0.00342270393610953,0.00158707257250036,0.00215276670387498,0.00186358553857622,0.00119838762392417,0.00223048327137546,0.00187014750021024
"2894",2894,0.00139514917364241,0.00158982511923688,0.00169117647058824,0.000909550277918141,0.00147433319930304,0.0021505376344086,0.00099304865938431,0.0012512797178933,0.00161838485191779,0.0013983220135837,0.00134022592379858,0.00113550340651022,0.00145121678946193,0.00189738919247116,0.00171077252071639,0.00242926550442984,0.00144529556294262,0.0018255417096595,0.000619962802231866,0.00162795745604515,0.00185048112509252,0.0015145342433922
"2895",2895,0.00107573149741824,0.00135440180586907,0.00132304299889746,0.00141585760517799,0.00120643431635389,0.00151879508922921,0.0014873574615766,0.00182232346241458,0.000486854917234664,0.002000400080016,0.00114920513311626,0.000632911392405063,0.00201816347124117,0.00151987233072422,0.000968366688185926,0.00114514743773261,0.000434530706836616,0.00158503724837534,0.0011177347242921,0.000977729494839761,0.00147874306839187,0.00127231623477755
"2896",2896,0.00704912699273398,0.0055254848894903,0.0121960233572326,0.0120689655172414,0.0279935708545406,0.00469364455156666,0.0044620723847298,0.0198121850664224,0.00698392074062043,0.00480961923847695,0.00440697451619084,0.00269334359368988,0.00430156214625311,0.00961902597894418,0.024834347896353,NA,0.00595238095238095,0.00554631170271769,0.00597609561752988,0.0167191401585061,0.00443786982248521,0.0095040832989053
"2897",2897,0.0106187019178676,0.00760456273764259,0.00573740345715336,0.00639269406392694,0.0102598267821452,0.00291139240506329,0.00394088669950739,0.00353115388996469,0.00389010454655969,0.00458715596330275,0.00941402497598463,0.00345754898194391,0.080072177737679,0.0037180362698232,0.00408646090977524,0.00601030337721809,0.00637404027234536,NA,0.00571215696013908,0.00464062162745521,0.0143964562569214,0.00986778549162093
"2898",2898,0.150279513317988,NA,0.013721749339595,NA,0.0182691025470063,0.00921135646687697,NA,NA,0.121815154038301,0.00646595271772075,NA,0.00307062436028659,0.0100383487480262,0.00252525252525253,0.0288050038406672,NA,0.0167736289381564,0.00786910790806389,NA,NA,0.038265306122449,0.0328546231438761
"2899",2899,0.0011786135219115,0.0036231884057971,0.00159872102318145,0.00298448070035814,0.00171934929242164,0.00125517760763148,0.00190930787589499,0.00135196034249662,0.00130441871840861,0.00040048057669203,0.00517737296260786,0.000764525993883792,0.000890273759180948,0.00212127861897447,0.00102586253442039,0.00171895143962183,0.00115540150202195,0.00193303951132761,0.00497935389846976,0.00364925450943593,0.00107181136120043,0.0019910868645685
"2900",2900,0.00409394527041586,0.00538224956063269,0.00563978612759101,0.00488290981564524,0.00434959902134022,0.00380420999239158,0.00334608030592734,0.00858563036601898,0.00338703015282941,0.00324807145757207,0.00328883729928419,0.00181394143560508,0.00460725924261153,0.00380995069475572,0.00277747522056421,0.00290402207056774,0.00392498909725251,0.00364736923793264,0.00424893776555861,0.00496671245905104,0.00323043790380474,0.00409235449987392
"2901",2901,0.00345013477088949,NA,0.0104565537555228,NA,0.0142358313188289,0.0426528287558537,NA,0.0159890360895386,0.0127090849458839,0.00746871215179653,0.00441458733205374,0.00167806892990835,0.00291479820627803,NA,0.00351655485825579,0.0186889016676251,0.0173460537727667,NA,0.00742298651490783,0.0131895739558254,NA,0.0117422471350623
"2902",2902,0.00140586136044122,0.00209458714584941,0.00198339822228752,0.00200140098068648,0.0024373730534868,0.00126919659855312,0.000483091787439614,0.00125757402538013,0.00189020381328074,0.00202183582693085,0.00115763071580166,0.0012987012987013,0.00203183203521842,0.00252001185887934,0.00863614143718429,0.00144969556393157,0.00231481481481481,0.00210378681626928,0.00274177467597208,0.00273166631645304,0.00214899713467049,0.00218950359439201
"2903",2903,0.00131406044678055,0.00132100396301189,0.00242914979757085,0.00141057934508816,0.00330078393618484,0.00192283040635816,0.000964320154291225,0.00150358547305112,0.00170010200612037,0.00143413234992829,0.00154350762106888,0.000918755742223389,0.00136986301369863,0.00152800061120024,0.00126345858053175,0.00101581773327529,0.000292611558156547,0.0018298989577532,0.00189801341262812,0.00329576865830321,0.000361271676300578,0.00155321502112025
"2904",2904,0.00392670157068063,0.0573689416419387,0.0168362491764878,0.02024656710434,NA,0.0221227621483376,0.00240847784200385,0.00524965002333178,NA,0.00549227013832384,0.000963391136801541,0.00327997900813435,0.0012623364700482,NA,0.00552365326770577,0.00810302416437563,0.039147455415398,0.125029825817227,NA,NA,0.00791082344480403,0.0203045067731212
"2905",2905,0.0117221735319895,0.00420028738808445,NA,0.00777385159010601,0.0117266477961989,0.00526992287917738,0.0019351717464925,NA,0.00712788259958071,0.0018378599142332,0.00406582768635044,0.00263504611330698,0.0176293203433078,0.00512232415902141,0.0517058462225697,0.00363477755161384,0.00450974687227233,0.00699075934110084,0.00540540540540541,0.00621052631578947,0.004,0.00860544091876847
"2906",2906,0.0130182693359589,0.00220434255483302,0.00557961970486748,0.00525836788350693,0.00633252492589598,0.00193473494131304,0.00290135396518375,0.00429726996966633,0.00234564798525593,0.00245198201879853,0.00155460551884959,0.0013204806549584,0.00329102021626704,0.00678974671956057,0.012787157486853,0.00464643531290838,0.00334448160535117,0.00372560136065441,0.00552902739381754,0.00724561587734957,0.00619082301529497,0.00489281468795926
"2907",2907,NA,0.0236490219913803,0.0149660867000885,NA,0.00605897401373367,0.0102199223803364,0.00679611650485437,0.0350544166033915,0.0114721152235806,0.0100512820512821,0.00214717938707788,0.00185381355932203,0.00385774562989753,NA,0.0052080447670231,NA,0.0168997668997669,0.0372413793103448,NA,NA,0.0153564899451554,0.0133888236644823
"2908",2908,0.0108179710784855,0.00285934235125921,0.00308846238694022,0.0037525354969574,0.007006197790353,0.00220492866407263,0.000482160077145612,0.00279294147518091,0.00150526843953838,0.00347435111383609,0.00155490767735666,0.000928751492636327,0.0329084588644264,0.00288027401525767,0.0179092963024191,0.00436363636363636,0.00188378495870164,0.00274503471661553,0.00421994884910486,0.00296704461163505,0.002551950419249,0.00537605938784798
"2909",2909,0.0214909335124244,0.00578034682080925,0.00686740623349181,0.00399917965545529,0.0256549477399213,0.00197160883280757,0.00244259892525647,0.00489627625306017,0.00403802473290149,0.00413907284768212,0.0053212455656287,0.00435729847494553,0.00822755054066761,0.005229793977813,0.0120857699805068,0.00747033836238465,0.00827646290111805,0.00538687561214496,0.00532927293490674,0.00456378688176608,0.0040650406504065,0.00721875387790945
"2910",2910,0.0059584035975267,0.00189732142857143,0.00686106346483705,0.00133196721311475,0.00135722041259501,0.00171345722947146,0.000487567040468064,0.00129315918789603,0.00192662087451834,0.0158861151227563,0.00215559474818734,0.0851974592653963,0.000827520983567798,0.0017453391511305,0.0130107407817517,0.00276685597786515,0.00318379160636758,0.00228571428571429,0.00303759017845842,0.00180122907395635,0.00259836674090572,0.00749157611262173
"2911",2911,0.00444393801276208,0.00393037619314992,0.00457683073229292,0.00649685469732907,0.00750341064120055,0.00504715101607119,0.00442260442260442,0.0184361924686192,0.00419287211740042,0.00725538971807629,0.0135693215339233,0.00366713681241185,0.00381315538608198,0.00795628063971711,0.0148682385575589,0.00525394045534151,0.00333188468781689,0.0059958932238193,0.00458657153777551,0.0038269373870522,0.00525525525525526,0.00659191597601238
"2912",2912,0.00147425720117941,0.00121897163120567,0.00124908155767818,0.00162949383847642,0.00229326858222042,0.00157335780778812,0.000964785335262904,0.00167568961072441,0.00116647225462423,0.00164914450628736,0.000783238691991384,0.0009938946471674,0.00035377358490566,0.00103883650311651,0.000994804907704211,0.00101670297748729,0.000865426222414539,0.00154836606633526,0.000253774901662226,0.00158730158730159,0.00148588410104012,0.00122935840555111
"2913",2913,0.0260227272727273,0.00221778664892437,0.00653930933137399,0.00244773074961754,0.00121326503100566,0.00131199160325374,0.000963391136801541,0.00283834343955619,0.00492199883206807,0.0018595041322314,0.00117739403453689,0.00241614553723707,0.00236322816967978,0.00399616368286445,0.00210049195732685,0.0255064859349949,0.00217076700434153,0.00285295076622106,NA,0.00402585019599534,0.00371057513914657,0.00503280502999521
"2914",2914,0.00346060675971854,0.00222816399286988,0.00282822268532301,0.00287326834273987,0.00503538377789875,0.00557843007039447,0.002909796314258,0.00284900284900285,0.00277590847913863,0.00419727177334732,0.00276953511374876,0.00100516944284894,0.00237981913374584,0.00422077922077922,0.00381230027470987,0.001032753024491,0.00205098154116613,0.00254056712014424,0.00339336987731663,0.0026875940657923,0.00448598130841121,0.0031007097698974
"2915",2915,0.00865479723046489,0.00090049527239982,0.000524266027561414,0.000414378949549363,0.0028957528957529,0.000805152979066023,0,0.00117570215545395,0.000670915800067092,0.00125444281831487,0.000592183181997631,0.000947418285172904,0.000484378784209252,0.000888888888888889,0.000944496916495361,0.000731421884142774,0.000731528895391368,0.000744663246731756,0.000659195781147001,0.00238353196099675,0,0.00125731485494305
"2916",2916,NA,0.00744920993227991,0.0172776442307692,0.0198958333333333,0.0208707671043538,NA,0.00298210735586481,0.00472627018511225,0.0106902356902357,0.00694006309148265,0.00455085081123862,NA,0.00824442289039767,0.00798565840938722,0.00908275398071316,NA,0.0134416543574594,0.00614720053164978,NA,NA,0.00303490136570561,0.00955463821799887
"2917",2917,NA,0.0028261361067149,0.0026246719160105,0.00156903765690377,0.00372773712550048,0.00732998506854893,0.00149476831091181,0.00302353095832786,0.00241989319092123,0.0192508893073865,0.00255704169944925,0.000970873786407767,0.00304952427421322,0.00163225332571615,0.00323227819884084,0.00294334069168506,0.0032258064516129,0.0019150707743547,0.00225583864118896,0.00328191663931736,0.00228050171037628,0.00358055479171942
"2918",2918,NA,0.00192155532949022,0.0027063599458728,0.00355722954593011,0.00719424460431655,0.00218609099603771,0.00198807157057654,0.00315789473684211,0.00191842522312119,0.00250993516000837,0.00334975369458128,0.000818196694485354,0.00330720235178834,0.00268773415865776,0.00379062378058978,0.00191317144959529,0.00161598354634935,0.00258807814326265,0.00212794254555127,0.00319453624146288,0.00457491422035837,0.0028553971969439
"2919",2919,0.00238304276934654,0.0157453556864522,0.00838241957408246,0.00492301246464858,0.00456810631229236,0.0202906498491911,0.000496277915632754,0.00923970432946146,0.00401640030123002,0.00421052631578947,0.00336833762631266,NA,0.00931943592887799,NA,NA,0.029916476841306,NA,0.0055179332831703,0.00372290918760803,0.00627684175751569,0.00496941896024465,0.00807922641783307
"2920",2920,0.00126103404791929,0.00102237873452232,0.00136477367503222,0.00199873763938565,0.00207929026892154,0.00110041265474553,0,0.00145946663128566,0.00116754232340922,0.00272137324680762,0.00098755678451511,0.00127690623859905,0.00074064930255524,0.000587051325058705,0.000619508898400541,0.00163083765752409,0.0010335154289089,0.00160148347943358,0.00133904659882164,0.00252442102952475,0.00154261473197069,0.00133612384273054
"2921",2921,0.00369473818320805,0.00356649792913023,0.00314537782892213,0.00330243954405028,0.00475857242827152,0.00376096949435855,0.00100603621730382,0.00568181818181818,0.00242860731931999,0.00253324889170361,0.00317145688800793,0.018971178402043,0.00336910406788121,0.00463626401416168,0.00437301226715129,0.00385527876631079,0.00252262947024781,0.00187249978721593,0.00417059060944437,0.0024349750968456,0.0128205128205128,0.00457503848609089
"2922",2922,0.00114532960040723,0.00126335132651889,0.00351493848857645,NA,0.00335195530726257,0.00382490437739057,NA,0.00229698689366302,0.00343124947694368,0.111888111888112,0.000198176773682124,NA,0.00950118764845606,0.00135858028360363,0.000735918482875743,0.0235975066785396,0.00548798576090181,0.00255471344630844,NA,NA,0.00195618153364632,0.0110066923729305
"2923",2923,0.00177327422419253,0.00137551581843191,0.00198488434231621,0.00191713707530088,0.0033533603465139,0.000848776347432452,0.00100401606425703,0.00256652708361475,0.00167308014053873,0.00253860799661519,0.00119118522930316,0.000549651887138146,0.00112429731417864,0.0012801911752155,0.00946282864913871,0.00163180537012313,0.00193740685543964,0.00102223358037312,0.00159510833444105,0.00207945715223815,0.00155884645362432,0.00202229483049653
"2924",2924,0.00351449730136814,0.00263067596934691,0.00281347426051251,0.00275686565581593,0.00167224080267559,0.00367855121675156,0.0025,0.0056596146071958,0.00217427663488878,0.0023374415639609,0.00298270033803937,0.00214247455811462,0.00223408216457739,0.00274583833876781,0.00318290326247584,0.00415985737631853,0.00284175889919234,0.00314305130818892,0.00330512956107879,0.00327904689037053,0.00348432055749129,0.00301137148891103
