merged.pos,gene,mean.1A,mean.1B,mean.3A
1816,E2,0.00102388,0.001205847,0.001310566
1817,E2,0.005665724,NA,NA
1818,E2,0.00273104,0.00163953,0.003600721
1819,E2,NA,0.003692757,0.003586219
1820,E2,0.010709518,0.020431615,0.008670632
1821,E2,0.003577418,0.004725301,0.004045874
1822,E2,0.001672551,0.002339207,0.002242369
1823,E2,0.00923127,0.003596338,0.008654957
1824,E2,0.004266044,0.004789017,0.005205073
1825,E2,0.001150248,0.001564459,0.001510485
1826,E2,0.00938945,0.015304926,NA
1827,E2,0.002341398,0.002650737,0.006984005
1828,E2,0.001559871,0.001273317,NA
1829,E2,NA,0.011467462,NA
1830,E2,0.004441294,0.004030811,0.005905622
1831,E2,0.004967721,0.004559418,0.002688639
1832,E2,0.016283869,0.014973497,0.011237455
1833,E2,0.002730574,0.004572845,0.002925203
1834,E2,0.003625326,0.003332888,0.00490663
1835,E2,0.007672454,0.011647273,NA
1836,E2,0.005061627,0.002358934,0.012789394
1837,E2,0.003808202,0.002024293,NA
1838,E2,0.014292762,0.013622045,NA
1839,E2,0.002672237,0.001819051,0.002023047
1840,E2,0.001957359,0.002036681,0.002487199
1841,E2,0.013899389,0.008825574,0.012905983
1842,E2,0.00611795,0.004818087,0.006231239
1843,E2,0.0203681,0.004502837,0.009636094
1844,E2,0.005073439,0.003627818,0.006088439
1845,E2,0.007164335,NA,0.004839238
1846,E2,0.008733609,0.015956429,0.002730369
1847,E2,0.020759317,0.003694797,0.008874407
1848,E2,0.001981183,0.001479341,0.001084768
1849,E2,0.004610831,0.003834788,0.004485092
1850,E2,0.004212006,0.007066775,0.002905779
1851,E2,0.004845605,0.004967404,0.004310929
1852,E2,0.001296946,0.001779464,0.00157321
1853,E2,0.01110096,0.017147818,0.010426127
1854,E2,0.001670177,0.001629369,0.002423862
1855,E2,0.002251247,0.001349868,0.002052658
1856,E2,0.007686105,0.008821937,0.005993954
1857,E2,0.002401434,0.001924585,0.001797114
1858,E2,0.002332816,0.001640827,0.000987169
1859,E2,0.009121017,0.01521932,0.009259109
1860,E2,0.002759897,0.001541017,0.002307233
1861,E2,0.004275744,0.005075318,0.004781703
1862,E2,0.023094482,0.002687031,0.004068144
1863,E2,0.00310049,0.003330229,0.003269856
1864,E2,0.002550329,0.00220611,0.003049231
1865,E2,0.014454354,0.022276804,0.008758623
1866,E2,0.003704817,0.003157043,0.00308021
1867,E2,0.002087176,0.002464155,0.001911704
1868,E2,0.009579188,0.005342039,0.004510985
1869,E2,0.005494088,0.005433321,0.005920271
1870,E2,0.005996364,0.005199864,0.004158259
1871,E2,0.005033627,0.001901915,0.008174687
1872,E2,0.004318692,0.003847565,0.004429845
1873,E2,0.000792846,0.000954771,0.001389528
1874,E2,0.011909047,0.010333846,0.008254003
1875,E2,0.001792847,0.002086964,0.001788126
1876,E2,0.001553152,0.001247307,0.001550958
1877,E2,0.006389649,0.006397974,0.003252534
1878,E2,0.003226747,0.002727562,0.004135514
1879,E2,0.001556514,0.001457753,0.002126458
1880,E2,0.011147227,NA,0.021063957
1881,E2,0.001531341,0.001158952,0.001404627
1882,E2,0.001749812,0.001993665,0.001981631
1883,E2,0.021486249,0.00909829,0.007470426
1884,E2,0.002191473,0.004137955,0.00120249
1885,E2,0.003251066,0.003382367,0.002383673
1886,E2,0.003851195,NA,0.002849586
1887,E2,0.001116936,0.001058801,0.002007801
1888,E2,0.003604677,0.003231938,0.00502674
1889,E2,0.00543247,0.008552885,NA
1890,E2,0.002014866,0.001262326,0.001579269
1891,E2,0.003315003,0.0026432,0.003090292
1892,E2,0.003832718,0.004069465,NA
1893,E2,0.001940525,0.001752453,0.002106556
1894,E2,0.00144058,0.001976101,0.002314606
1895,E2,0.016623744,0.003388067,0.006477331
1896,E2,0.004901277,0.005132636,0.002946007
1897,E2,0.002639628,0.002072048,0.001753773
1898,E2,0.005146717,0.006616396,0.005366143
1899,E2,0.004675413,0.00487581,0.003125549
1900,E2,0.00159346,0.001633165,0.001239141
1901,E2,0.006754809,0.0070946,0.01421996
1902,E2,0.005988416,0.001947451,0.00252228
1903,E2,0.004515621,0.003454993,0.004065902
1904,E2,0.005022754,0.009713011,0.005829243
1905,E2,0.004713239,0.002304088,0.01140608
1906,E2,0.011765598,0.002606227,0.006273451
1907,E2,0.003912506,0.013262673,0.003579574
1908,E2,0.00475925,0.005325809,NA
1909,E2,0.002699622,0.005009042,0.006579932
1910,E2,0.003685454,0.004090111,0.004132502
1911,E2,0.001895183,0.002687768,0.002435529
1912,E2,0.002134856,0.00184103,0.001843311
1913,E2,0.006925368,0.007176937,0.005155866
1914,E2,0.002944317,0.003793314,0.004149615
1915,E2,0.009374067,0.003505382,NA
1916,E2,0.009273267,0.004791505,0.006665732
1917,E2,0.002593743,0.001974212,0.003016494
1918,E2,0.002263187,0.001368714,0.001699231
1919,E2,0.014401523,0.01301392,0.008143085
1920,E2,0.002903453,0.003403319,0.003105165
1921,E2,0.001264187,0.001792843,0.001296082
1922,E2,0.007528367,0.006149339,0.00373811
1923,E2,0.003678697,0.003246687,0.004099609
1924,E2,0.002620288,0.002341382,0.002402422
1925,E2,0.006668981,0.026924623,NA
1926,E2,0.00381877,0.006789933,0.004732646
1927,E2,NA,0.013439206,0.001489512
1928,E2,0.00517495,0.003245353,0.003381087
1929,E2,0.002441638,0.00196193,0.00275094
1930,E2,0.001173777,0.000862205,0.000940241
1931,E2,0.001589179,0.001777266,0.001577357
1932,E2,0.002283544,0.001677733,0.004202766
1933,E2,0.001652455,0.00140832,0.001561679
1934,E2,0.011672975,0.002570836,0.008508923
1935,E2,0.001966303,0.0014137,0.001474839
1936,E2,NA,0.020259638,NA
1937,E2,0.023039246,0.002157759,NA
1938,E2,0.007542783,0.006336888,0.006753825
1939,E2,0.004921402,0.006522642,0.003069203
1940,E2,0.010997787,0.024395845,0.00572356
1941,E2,0.002520101,0.001071481,NA
1942,E2,0.005378672,0.005393288,0.006747576
1943,E2,0.019052805,0.001275285,0.001422129
1944,E2,0.007781161,0.009237834,0.005701355
1945,E2,0.002274352,0.001861779,0.001844033
1946,E2,0.005217127,0.004608863,0.008402009
1947,E2,0.00207737,0.001395255,0.001028426
1948,E2,0.005849296,0.005715978,0.004934716
1949,E2,0.006131163,0.007611949,0.005423869
1950,E2,0.001980021,0.001636835,0.001875968
1951,E2,0.004881452,0.005081919,0.004041365
1952,E2,0.018407796,0.00433332,0.002669682
1953,E2,0.012248348,0.004016102,0.00457893
1954,E2,0.004407941,0.005197356,0.004418895
1955,E2,0.008180205,0.0033028,0.009529844
1956,E2,0.004284832,0.001828085,0.004115526
1957,E2,0.004807561,0.003707387,0.003338026
1958,E2,0.0030116,0.016173333,0.005380342
1959,E2,0.001222066,0.000984837,0.00384523
1960,E2,0.004224385,0.005219822,0.003792795
1961,E2,0.018094974,NA,0.003210144
1962,E2,0.002671861,0.003327003,NA
1963,E2,0.004262768,0.004208733,0.006023914
1964,E2,0.012423673,0.004173042,0.001742994
1965,E2,0.003331959,0.003492604,0.004337469
1966,E2,0.002977525,0.003260147,0.001522013
1967,E2,0.00473144,0.008137884,0.005854855
1968,E2,0.004580103,0.006255547,NA
1969,E2,0.001987392,0.002742631,0.00484559
1970,E2,0.007819304,0.005164236,0.003625089
1971,E2,0.003737214,0.002737451,0.002709591
1972,E2,0.002018491,0.003105186,0.002557823
1973,E2,0.010297524,0.005576102,0.005503097
1974,E2,0.001960753,0.002931161,0.00234672
1975,E2,0.001784102,0.00215293,0.001297741
1976,E2,0.011380672,0.006112617,0.010861323
1977,E2,0.001818733,0.001742737,0.001274914
1978,E2,0.002650189,0.002841593,0.001680249
1979,E2,0.007168248,0.004189963,0.014275906
1980,E2,0.007125095,0.001613636,0.004449108
1981,E2,0.005254301,0.005359415,NA
1982,E2,0.003652241,NA,NA
1983,E2,0.002234065,0.001740826,0.00122779
1984,E2,0.002895142,0.00230015,0.001204983
1985,E2,0.004418466,0.004491725,0.006002741
1986,E2,0.003817579,0.004403499,0.002557081
1987,E2,0.00527762,0.004738086,NA
1988,E2,0.009422064,0.015658843,0.003837578
1989,E2,0.003097313,0.003287256,0.003101191
1990,E2,0.00126919,0.001495409,0.001210753
1991,E2,0.00151253,0.001440758,0.001332099
1992,E2,0.004917547,0.004638035,0.003707808
1993,E2,0.003686341,0.002512717,0.003506407
1994,E2,0.009855562,0.010399539,0.005379251
1995,E2,0.002368256,0.00228232,0.001797186
1996,E2,0.001740641,0.002184505,0.00196039
1997,E2,0.014092681,0.005584864,0.003294559
1998,E2,0.005222042,0.0036933,0.003699
1999,E2,0.002525864,0.002030436,0.002694419
2000,E2,NA,0.015017825,0.006108002
2001,E2,0.00523593,0.004028486,0.009962397
2002,E2,0.003003225,0.003764467,0.003036717
2003,E2,0.00731267,0.018384378,0.009012352
2004,E2,0.00285721,0.002792091,0.002329803
2005,E2,0.00161603,0.001318064,0.001413951
2006,E2,0.001283797,0.001338456,0.001271145
2007,E2,0.003814691,0.004942192,0.004833015
2008,E2,0.003712841,0.003262248,0.004351433
2009,E2,0.001354785,0.000948768,0.001364157
2010,E2,0.006514759,0.005037401,0.005449103
2011,E2,0.007139865,0.006218608,0.005481411
2012,E2,0.009238912,0.015711135,0.004029407
2013,E2,0.005030938,0.041364919,0.005316753
2014,E2,0.001092026,0.006064964,0.00868974
2015,E2,0.012487392,0.00698172,0.006783817
2016,E2,0.003963078,0.004771873,0.00391711
2017,E2,0.00190364,0.001387514,0.004263647
2018,E2,0.011803658,0.005895164,0.003009827
2019,E2,0.001998345,0.002221901,0.001606893
2020,E2,0.001447177,0.001718936,0.001952716
2021,E2,0.009342799,0.003597821,0.00199263
2022,E2,0.003391669,0.004194677,0.004212565
2023,E2,0.003038837,0.004203358,0.00296176
2024,E2,0.009375235,0.003444659,0.009054224
2025,E2,0.003776498,0.004727105,NA
2026,E2,0.001792104,0.002262306,NA
2027,E2,0.004806288,0.003468429,0.004285807
2028,E2,0.002835555,0.00334299,0.004855993
2029,E2,0.002921568,0.002672083,0.003321837
2030,E2,0.01351651,0.003955476,0.003259016
2031,E2,0.001141702,0.005583533,0.005640956
2032,E2,0.005676654,0.001436832,0.001650477
2033,E2,0.004473417,0.004206745,0.00378541
2034,E2,0.005023003,0.004770379,0.004934218
2035,E2,0.001670607,0.001488598,0.002084076
2036,E2,0.007917944,0.031122186,0.006019746
2037,E2,0.001956584,0.002228455,0.002158608
2038,E2,0.001404813,0.001856117,0.001213723
2039,E2,0.009520387,0.007124788,NA
2040,E2,0.001868056,0.002587517,0.002324989
2041,E2,0.003279646,0.002181726,0.002551555
2042,E2,0.012166933,0.007831761,0.023284523
2043,E2,0.00249392,0.002141961,0.003759621
2044,E2,0.001877117,0.002789753,0.001261546
2045,E2,0.007560769,0.005015248,0.001785227
2046,E2,0.002342354,0.002130743,0.001639009
2047,E2,0.002013338,0.002027086,0.000967943
2048,E2,0.016279556,0.01177517,0.014976631
2049,E2,0.004277158,0.005356633,0.003787157
2050,E2,0.001357184,0.001611212,0.000907098
2051,E2,0.013697737,0.017992012,0.008530022
2052,E2,0.00470823,0.011511196,0.021540864
2053,E2,0.0096665,0.007550006,0.005057737
2054,E2,0.004272918,0.004955248,0.006562196
2055,E2,0.004496897,0.006043179,0.003111948
2056,E2,0.002731343,0.002143579,0.003227006
2057,E2,0.003840061,0.008616624,0.003225543
2058,E2,NA,NA,0.0023644
2059,E2,NA,NA,0.001883926
2060,E2,NA,NA,0.009131906
2061,E2,NA,NA,0.000853921
2062,E2,NA,NA,0.007903716
2063,E2,NA,NA,0.006317943
2064,E2,NA,NA,0.00205575
2065,E2,NA,NA,0.002846386
2066,E2,NA,NA,0.003844255
2067,E2,0.004744477,0.009605004,NA
2068,E2,0.001186534,0.00528035,NA
2069,E2,0.009793931,0.003251968,NA
2070,E2,0.002637747,0.002010487,0.002120206
2071,E2,0.001682566,0.00158513,0.002419062
2072,E2,0.006034695,0.00306695,0.005106178
2073,E2,0.004133317,NA,NA
2074,E2,0.012346316,NA,NA
2075,E2,0.008851175,0.006760559,0.00958669
2076,E2,0.0036273,0.006867148,0.003472247
2077,E2,0.003199837,0.002687454,NA
2078,E2,0.004938675,0.005962126,NA
2079,E2,0.004198131,0.005019971,NA
2080,E2,0.005621659,0.003492589,0.003845857
2081,E2,0.015469691,0.011797651,NA
2082,E2,0.008545114,0.007037462,0.002693873
2083,E2,0.006944273,0.016166659,0.00902726
2084,E2,0.005749791,0.00493107,0.004253314
2085,E2,NA,NA,0.00166812
2086,E2,NA,NA,0.005133039
2087,E2,NA,NA,NA
2088,E2,NA,NA,0.003804681
2089,E2,NA,NA,0.001641372
2090,E2,NA,NA,0.00909597
2091,E2,0.005900782,0.004709187,0.002164297
2092,E2,0.00175756,0.001686592,0.006228999
2093,E2,0.004022085,NA,0.002017551
2094,E2,0.011680182,0.0190314,0.001713991
2095,E2,0.003830879,0.006326232,0.004662684
2096,E2,0.007093774,0.003381751,0.003600419
2097,E2,0.00703767,0.005861455,NA
2098,E2,NA,0.00498853,0.00324751
2099,E2,0.009172673,0.009051226,0.002205717
2100,E2,0.004369794,0.00456113,0.004268096
2101,E2,0.002198712,0.002135398,0.001947841
2102,E2,0.00668369,0.003918915,0.004135422
2103,E2,0.002209394,0.002299089,0.002102177
2104,E2,0.002438462,0.001991494,0.002409054
2105,E2,0.006345688,0.005682434,NA
2106,E2,0.003204109,0.003482556,0.003413296
2107,E2,0.000842768,0.00174523,0.000918515
2108,E2,0.011761068,0.016427208,0.009210128
2109,E2,0.001506093,0.001300316,0.00168849
2110,E2,0.003508763,0.003637055,0.003337021
2111,E2,0.011223123,0.0150382,0.002828965
2112,E2,0.003958886,0.003854475,0.003273607
2113,E2,0.001434844,0.002419937,0.001801758
2114,E2,NA,0.010208949,NA
2115,E2,0.003656671,0.00323411,0.004968484
2116,E2,0.003553011,0.004084819,0.003847004
2117,E2,0.003019003,0.005510051,0.004193272
2118,E2,0.002263489,0.001744849,0.004027397
2119,E2,0.003044478,0.001813109,0.000996463
2120,E2,0.004727779,0.004058892,0.010897158
2121,E2,0.004812959,0.004898914,0.004790481
2122,E2,0.003657788,0.004228065,0.003858939
2123,E2,NA,0.009245697,0.013062841
2124,E2,0.002087128,0.00219899,0.001612723
2125,E2,0.002340213,0.003694233,0.00419481
2126,E2,0.010055542,0.004215718,0.006232107
2127,E2,0.001854383,0.002480518,0.001510936
2128,E2,0.002670747,0.001764613,0.001857258
2129,E2,0.005757557,0.005688854,NA
2130,E2,0.001052668,0.001544987,0.001146845
2131,E2,0.004087528,0.004373291,0.004374988
2132,E2,0.011699082,0.003954767,0.001774359
2133,E2,0.002026055,0.002620551,0.003887507
2134,E2,0.002474307,0.002107729,0.002858942
2135,E2,0.00938507,0.007062863,0.006100444
2136,E2,0.004760105,0.004016384,0.005240356
2137,E2,0.00214992,0.001245311,0.001520705
2138,E2,0.011887189,0.009960457,0.008208686
2139,E2,0.003177229,0.002706138,0.003145892
2140,E2,0.002802661,0.002509854,0.002923972
2141,E2,0.00715954,0.009028328,0.007567607
2142,E2,0.004567252,0.014586626,0.005076055
2143,E2,0.002897297,0.003355886,0.001891196
2144,E2,0.012628731,0.015161234,0.003877351
2145,E2,0.002051481,0.002151445,0.002968168
2146,E2,0.002691383,0.010424209,0.002227996
2147,E2,0.003199232,0.01356805,0.002050565
2148,E2,0.005066609,0.003824961,0.005162389
2149,E2,0.001978536,0.001457637,0.001441347
2150,E2,0.017541611,0.02274477,NA
2151,E2,0.002471803,0.002214883,0.001195061
2152,E2,0.002934204,0.002259731,0.001698719
2153,E2,0.007780469,NA,0.00796869
2154,E2,0.005031803,0.00307282,0.003168502
2155,E2,0.000828278,0.001442252,0.002269575
2156,E2,0.008590499,0.015779634,0.011025967
2157,E2,0.003880518,0.002367226,0.001821678
2158,E2,0.00150942,0.00181791,0.001551017
2159,E2,0.015925905,0.00284236,0.003158408
2160,E2,0.001599673,0.002113345,0.002098186
2161,E2,0.001284837,0.001364339,0.001911482
2162,E2,0.00940077,0.006312966,0.01262487
2163,E2,0.003524354,0.002822065,0.003110596
2164,E2,0.001180896,0.001559279,0.001550949
2165,E2,0.001855384,0.001695737,0.001840312
2166,E2,0.005214205,0.010748267,0.00509129
2167,E2,0.004470123,0.004718773,0.003869233
2168,E2,0.022547503,0.005673356,0.008269136
2169,E2,0.004283208,0.006203811,0.006573926
2170,E2,0.002165198,0.001723468,0.001636328
2171,E2,0.016830507,NA,0.012553995
2172,E2,0.002165196,0.001577307,0.002090635
2173,E2,0.001947657,0.001433035,0.001520069
2174,E2,0.005052768,0.01073463,0.010191478
2175,E2,0.002819298,0.003898855,0.002190385
2176,E2,0.001533953,0.001321433,0.001440249
2177,E2,0.005866136,0.003849951,0.009334655
2178,E2,0.003944579,0.003809891,0.003898006
2179,E2,0.002813413,0.001730603,0.001914947
2180,E2,0.008676731,0.005284115,0.007436407
2181,E2,NA,0.004943036,0.005865193
2182,E2,0.004186605,0.002792632,0.00286421
2183,E2,0.008703747,0.007378548,0.002104829
2184,E2,0.001581625,0.001371326,0.001984275
2185,E2,0.004487024,0.003613084,0.003554534
2186,E2,0.009542621,0.009572092,0.006431596
2187,E2,0.003402922,0.001773453,0.002820498
2188,E2,0.003948361,0.004898921,0.005807337
2189,E2,0.005252299,0.005613427,0.005861155
2190,E2,0.003344671,0.003262638,0.002438709
2191,E2,0.003107223,0.002723676,0.002323989
2192,E2,0.00837449,0.008623684,0.011445432
2193,E2,0.003200291,0.004078672,0.003902136
2194,E2,0.001906125,0.001269218,0.001481858
2195,E2,0.009291786,0.005952835,0.004950659
2196,E2,0.002590812,0.00252485,0.0027545
2197,E2,0.001771049,0.002398353,0.00233534
2198,E2,0.013005387,0.010133071,0.002208602
2199,E2,0.003371693,0.004045038,0.003313611
2200,E2,0.001623715,0.001457425,0.002447629
2201,E2,0.007585084,0.015853171,0.006522022
2202,E2,0.002260137,0.001316763,0.00172335
2203,E2,0.004282968,0.004476567,0.003705437
2204,E2,0.012398399,0.007746609,0.009492246
2205,E2,0.003575105,0.003718246,0.003514837
2206,E2,0.001490564,0.002003334,0.00206686
2207,E2,0.002524039,0.002988477,0.002406746
2208,E2,0.003566839,0.00389966,0.00354666
2209,E2,0.003986299,0.004323094,0.003687664
2210,E2,NA,0.005778983,0.005203175
2211,E2,0.003219215,0.003288371,0.002438408
2212,E2,0.002147244,0.003151061,0.002804366
2213,E2,0.015324483,0.002748253,0.004704024
2214,E2,0.001989117,0.002357999,0.002609512
2215,E2,0.001166058,0.001599296,0.001593098
2216,E2,0.011184758,0.002982854,NA
2217,E2,0.004572804,0.004507288,0.004447823
2218,E2,0.001783439,0.002422241,0.001686998
2219,E2,0.017818648,0.006481554,NA
2220,E2,0.003444029,0.004016935,0.003655765
2221,E2,0.002369345,0.001927955,0.001844259
2222,E2,0.012520122,0.014126047,0.005870311
2223,E2,0.013897459,0.002353063,0.001307225
2224,E2,0.006464393,0.01076167,0.004812368
2225,E2,0.002735574,0.00410211,0.004466297
2226,E2,0.003856646,0.004619209,0.003549584
2227,E2,0.002724089,0.00318479,0.00298016
2228,E2,NA,0.005448139,0.014353699
2229,E2,0.003483568,0.005503661,0.002083124
2230,E2,0.002641257,0.004009444,0.003898825
2231,E2,0.007368373,0.017811584,0.007357468
2232,E2,0.004610196,0.003670747,NA
2233,E2,0.001889601,0.001527924,0.00188919
2234,E2,0.005994699,0.008548638,0.0076087
2235,E2,0.011337427,0.014454537,0.014451933
2236,E2,0.004774292,0.005498106,0.003251881
2237,E2,0.012521032,0.019786531,0.008089485
2238,E2,0.004412928,0.00500798,0.009145608
2239,E2,0.004926184,0.004103254,0.005074412
2240,E2,0.011519012,0.0111738,0.010762747
2241,E2,0.003004388,0.003211842,0.004415797
2242,E2,0.004487587,0.005535082,0.004139244
2243,E2,0.01653758,0.011759388,0.003168705
2244,E2,0.007971576,0.002378251,0.000867437
2245,E2,0.004163897,0.003610507,0.003304357
2246,E2,0.004448805,0.005164416,0.001626751
2247,E2,0.005502947,0.004589725,0.00653413
2248,E2,0.001188058,0.000911723,0.003048127
2249,E2,0.005131538,0.003500296,0.003800964
2250,E2,0.004926507,0.005558092,0.003549893
2251,E2,0.00319829,0.002985918,0.002458043
2252,E2,0.001167707,0.00105556,0.000867766
2253,E2,0.003469136,0.003392488,0.005360976
2254,E2,0.003847068,0.003186915,0.003411649
2255,E2,0.013227775,0.007788742,0.006282959
2256,E2,0.001905932,0.000989142,0.000897595
2257,E2,0.003285107,0.003084395,0.003178982
2258,E2,0.003207127,0.005586776,0.002795709
2259,E2,0.001633618,0.002292655,0.002221113
2260,E2,0.001132875,0.001292441,0.001935283
2261,E2,0.015693329,0.006369517,0.009701507
2262,E2,0.001979421,0.001589776,0.001701356
2263,E2,0.001473297,0.001615112,0.001635132
2264,E2,0.006107027,0.023475833,0.002069076
2265,E2,0.003364705,0.002984716,0.002889134
2266,E2,0.004347605,0.004165661,0.003728842
2267,E2,0.006368344,0.002333581,0.006240448
2268,E2,0.002656121,0.001956214,0.001419103
2269,E2,0.003835893,0.004091473,0.004855539
2270,E2,0.007827653,0.008398679,0.009097343
2271,E2,0.002913118,0.002597867,0.002634878
2272,E2,0.00370953,0.004216054,0.007614046
2273,E2,0.006059399,NA,0.007928598
2274,E2,0.004699608,0.004083771,0.002392133
2275,E2,0.001196267,0.001571884,0.002105958
2276,E2,0.003366741,0.003878842,0.003085846
2277,E2,0.005511655,0.001609026,0.005587202
2278,E2,0.00333076,0.004519111,0.002706237
2279,E2,0.004761438,0.003681726,NA
2280,E2,0.003322163,0.010201649,0.006649568
2281,E2,0.004861004,0.020759155,0.001952227
2282,E2,0.010211636,0.004723365,0.006977553
2283,E2,0.002483873,0.002749797,0.003443902
2284,E2,0.003567259,0.002274664,0.001853721
2285,E2,NA,NA,0.004911311
2286,E2,0.002327899,0.002931947,0.00182347
2287,E2,0.002837226,0.001839026,0.001820776
2288,E2,0.013656123,NA,0.011643208
2289,E2,0.005545908,0.005313116,0.005425978
2290,E2,0.002791031,0.002371845,0.002524659
2291,E2,0.006504345,0.004706817,0.007220954
2292,E2,0.00417299,0.004419277,0.004920835
2293,E2,0.0053186,0.003996754,0.00496143
2294,E2,0.006967199,NA,0.0037952
2295,E2,0.003342759,0.003844305,0.003668157
2296,E2,0.001614458,0.002092768,0.00145361
2297,E2,0.001113019,0.001047731,0.001368246
2298,E2,0.005985642,0.00476729,0.004819745
2299,E2,0.002098666,0.002200102,0.001928541
2300,E2,0.005224374,0.012126306,0.005843961
2301,E2,0.002488032,0.001725892,0.003333036
2302,E2,0.002473943,0.002123566,0.001409844
2303,E2,0.007109797,0.007496336,0.00363032
2304,E2,0.002061685,0.001377881,0.00202563
2305,E2,0.001759779,0.001247119,0.002702093
2306,E2,0.007240904,0.010186493,0.002822512
2307,E2,0.002393855,0.001561145,0.001872766
2308,E2,0.00463216,0.005542583,0.00575437
2309,E2,0.02435945,0.002294592,0.008707691
2310,E2,0.002853251,0.003286462,0.007772221
2311,E2,0.00219819,0.002320045,0.002383282
2312,E2,NA,NA,0.003664202
2313,E2,0.004423613,0.004779926,0.004610992
2314,E2,0.001844572,0.001622741,0.001730041
2315,E2,0.018309824,NA,0.013792369
2316,E2,0.00474885,0.011402962,0.005900786
2317,E2,0.005778664,0.00782441,0.00516203
2318,E2,0.012108717,0.008108616,0.009838581
2319,E2,0.004439974,0.007886461,0.003130735
2320,E2,0.003560097,0.002970856,0.004179565
2321,E2,0.00403436,0.001749553,0.005297371
2322,E2,0.001445821,0.001389193,0.002753177
2323,E2,0.004964537,0.005394348,0.004066638
2324,E2,0.011478642,0.003976588,0.002846671
2325,E2,0.001191251,0.001258904,0.001172652
2326,E2,0.004662484,0.004416158,0.002925975
2327,E2,0.007948528,0.002890682,0.008653722
2328,E2,0.005376297,0.004595197,0.003661298
2329,E2,0.00166738,0.001017996,0.002808796
2330,E2,0.006051855,0.002916288,NA
2331,E2,0.001752376,0.001365607,0.001898559
2332,E2,0.005756381,0.005409286,0.004369065
2333,E2,0.007261539,0.010771998,0.003402901
2334,E2,0.00520308,0.004101988,0.002725597
2335,E2,0.001653115,0.001664339,0.002267809
2336,E2,0.002222389,0.011416636,0.002586925
2337,E2,0.004793219,0.004054097,0.006288949
2338,E2,0.001480596,0.002228801,0.001430895
2339,E2,0.008834601,0.00878612,0.004440711
2340,E2,0.002494801,0.001297533,0.001577883
2341,E2,0.003803051,0.005143949,0.003493643
2342,E2,0.004095434,0.003192984,0.006304934
2343,E2,0.002576137,0.001856072,0.002883852
2344,E2,0.004023783,0.004678802,0.003557369
2345,E2,0.008855639,NA,0.013069569
2346,E2,0.003924465,0.002719985,0.002052349
2347,E2,0.001932592,0.00121979,0.003278557
2348,E2,0.007233786,0.009689562,NA
2349,E2,0.002169562,0.002109044,0.001662604
2350,E2,0.002676496,0.002715184,0.003412351
2351,E2,0.007355952,0.004727921,0.004722242
2352,E2,0.014857949,0.002838826,0.003025536
2353,E2,0.003118359,0.002361871,0.003952582
2354,E2,0.005477338,0.006623059,0.003003207
2355,E2,0.00695967,0.006970846,0.003515594
2356,E2,0.004035591,0.003013586,0.004179277
2357,E2,0.007686941,0.01079299,0.012063628
2358,E2,0.009130797,0.004304152,0.002868839
2359,E2,0.004200542,0.003558634,0.004737761
2360,E2,0.005206502,0.00897876,0.005649212
2361,E2,0.005517167,0.005053488,0.004156605
2362,E2,0.002345864,0.001442913,0.00117123
2363,E2,0.008102903,0.007935922,0.009851216
2364,E2,0.003694394,0.002930597,0.004427187
2365,E2,0.002160352,0.001866075,0.001609732
2366,E2,0.006772376,0.006595019,NA
2367,E2,0.00350138,0.004616086,0.002607193
2368,E2,0.001644381,0.001281364,0.000774976
2369,E2,0.015579783,0.01296221,NA
2370,E2,0.001320785,0.000710762,0.001492299
2371,E2,0.003703971,0.0046484,0.006013458
2372,E2,0.005608062,0.002145216,0.003169161
2373,E2,0.003503128,0.003401565,0.002310218
2374,E2,0.002137428,0.001882104,0.002322626
2375,E2,0.002589744,0.002512806,NA
2376,E2,0.00374628,0.003244878,0.002529266
2377,E2,0.004644988,0.005046385,0.003044259
2378,E2,0.005094325,0.004557012,0.014445821
2379,E2,0.004198588,0.00411045,0.006668131
2380,E2,0.005037599,0.003881955,0.004527883
2381,E2,0.009793948,0.002708308,0.002661763
2382,E2,0.001792788,0.005696761,0.003924926
2383,E2,0.005193535,0.003756052,0.004274206
2384,E2,0.013102783,0.00392759,0.002907145
2385,E2,0.001683597,0.002403689,0.001831865
2386,E2,0.00201773,0.002121459,0.001731983
2387,E2,0.009457916,0.007455909,0.006445472
2388,E2,0.004810137,0.004346099,0.004362072
2389,E2,0.002350894,0.00275778,0.003080677
2390,E2,0.019088644,0.011294534,0.012973362
2391,E2,0.0048883,0.004610094,0.005138186
2392,E2,0.002544161,0.001719679,0.002130617
2393,E2,NA,0.005473426,NA
2394,E2,0.004858465,0.005919412,0.002319131
2395,E2,0.003593748,0.004515422,0.006716838
2396,E2,0.008255007,0.004733925,0.00417928
2397,E2,0.005376735,0.003951991,0.004766153
2398,E2,0.002571274,0.001671276,0.001946558
2399,E2,0.007780052,0.005462512,0.00365288
2400,E2,0.005044774,0.003306313,0.001981082
2401,E2,0.00137695,0.001499115,0.001964072
2402,E2,0.006931273,0.003571813,0.004985274
2403,E2,0.0071035,0.00639375,0.003841446
2404,E2,0.004851208,0.002598542,0.002631198
2405,E2,0.006425202,0.0144496,0.002658365
2406,E2,0.002786462,0.001559213,0.002737931
2407,E2,0.002693148,0.002741207,0.003132589
2408,E2,0.008842875,0.004114601,0.012186952
2409,E2,0.001929016,0.002821293,0.002198509
2410,E2,0.002359871,0.001960417,0.002160039
2411,E2,0.009630145,0.019841671,NA
