"","merged.pos","D75046-","D75054-","D75064-","D75066-","D75077-","D75079-","D75150-","D75173-","D75201-","D75211-","D75224-","D75239-","D75240-","D75251-","D75290-","D75292-","D75315-","D75327-","D75338-","D75366-","D75383R","mean"
"2258",2258,0.00280437095058505,0.00122946238962781,0.00229011353116016,0.00261450566476227,0.00172138202385344,0.000299580587177951,0,0,0.000982656119490984,0.00122530249655384,0.00145419292292777,0.0010482180293501,0.000617131572451247,0.000410509031198686,0.00235913754320514,0.00248262164846077,0.00170150704910063,0.00148851055912178,0.00199782055938976,0.00195713866327429,0.00167168171180207,0.00144551633588065
"2259",2259,0.00191828122002686,0.000667259786476868,0.00236989746566067,0.000970873786407767,0.00122384041121038,0.00108674175064217,0.00185758513931889,0.00131665569453588,0.000732564954092596,0.00106723585912487,0.00128164049983979,0.000391798354446911,0.00110388813933521,0.00143049478290138,0.00170133362603589,0.00244081034903588,0.000724375226367258,0.00157494904576617,0.00127690623859905,0.00253633791825188,0.00432900432900433,0.00152392736081337
"2260",2260,0.00202702702702703,0.00123873873873874,0.00155922623398139,0.00204538813674881,0.00136121767108031,0.000797289216663345,0.000312891113892365,0.000266347050206419,0.00214184880494572,0.00061012812690665,0.000636942675159236,0.00131682907558599,0.000865693791738808,0.00161674608577263,0.0016858820970198,0.00267217296246812,0.00120423892100193,0.0007457816724154,0.000556792873051225,0.00226511719519401,0.00235136042996305,0.00134655523331243
"2261",2261,0.00212910093873996,0.000796631387276659,0.00254664773005534,0.00224960876369327,0.00236289018778759,0.00100170289492137,0.000630119722747322,0.000938589434164655,0.0011710744608178,0.000305903946160905,0.000318674314850223,0.000132275132275132,0.000620347394540943,0.000948030681720245,0.00206859009254219,0.00206938527084601,0.000965018094089264,0.12012012012012,0.00168634064080944,0.00218059272474973,0.00234505862646566,0.00702793821711303
"2262",2262,0.00184269227039084,0.00045903144365389,0.00137747823092439,0.00178465199286139,0.00125,0.000502563071665494,0,0.000266311584553928,0.000781326301396621,0.000460971112476951,0.000955109837631328,0.000265533722782793,0.000249376558603491,0.000440606274233345,0.00158210583742499,0.00157977883096367,0.000845512743084914,0.000748152997287945,0.000752728641324802,0.00209455415918612,0.00235849056603774,0.000980808389356412
"2263",2263,0.0005819592628516,0.000686813186813187,0.000393043136484229,0,0.000249563264287497,0.00060265166733628,0.000317057704502219,0.000793440888653795,0.000195819258824105,0.000923503155302447,0.000318217979315831,0.000398512221041445,0,0.0010603516833083,0.000217853058112303,0.000484672240397431,0.000603500301750151,0.000465073016463585,0.000187652467629949,0.00119094878920206,0,0.000460506346775067
"2264",2264,0.00134369901142144,0.000679040289723857,0.000875784556998978,0.000978856695379796,0.00149105367793241,0.00118741341777162,0.00062363579669473,0.000392618767177071,0.000587918279359169,0.00061652281134402,0.000795038956908889,0.00131285282919785,0.00122564039710749,0.00280038505294478,0.00071287563062075,0.000725864989112025,0.000726744186046512,0.000454338936846888,0.000549450549450549,0.00136518771331058,0.0010073875083949,0.000973919526368776
"2265",2265,0.000190276852820854,0.000223289047672212,0.00019302224581383,0.000484073966502082,0,0.000490099980396001,0.000307031010132023,0,0.000195541650371529,0,0.000317208564631245,0.000129819550824354,0.00024245363074312,0,0.000108956199607758,0.00144927536231884,0,0.001178390137781,0.00036003600360036,0.000192363181687025,0,0.000288658923090583
"2266",2266,0.001230012300123,0.000441696113074205,0.000861656294877932,0.000669856459330144,0.00096665055582407,0.000584738329597505,0.000304228780042592,0.000650364203954214,0.00117399598884704,0.000463034418891804,0.00031862354628007,0.000387997930677703,0.000602554832489757,0.000340338636943759,0.000218567291404841,0.000362976406533575,0.000727360892229361,0.000356125356125356,0.000886996629412808,0.000669856459330144,0.00130890052356021,0.000644120569026195
"2267",2267,0.00197721495151116,0.00253751103265666,0.00144439094848339,0.00153757447626369,0.00144230769230769,0.000483512232859491,0.00181159420289855,0.000780741704619388,0.000983284169124877,0.00015527950310559,0,0.000256970319928048,0.000119260584376863,0.000505902192242833,0.0014460511679644,0.000848587707600921,0.000121847203606677,0.00107248190186791,0.00548672566371681,0.000950660709192889,0.000644745325596389,0.00117174493761544
"2268",2268,0.00375869197519263,0.000330360092500826,0.00182841745657509,0.00172100583229754,0.0031104199066874,0.000578480524489009,0.000300932891965092,0.000520291363163372,0.000489428347689898,0.000464180721027387,0.000159489633173844,0.000510986203372509,0.00023755790473928,0.000588532032957794,0.00185286103542234,0.00241370987207338,0.000364830353885443,0.00203485800230027,0.000529100529100529,0.00142193572850507,0.00418006430868167,0.00130457784360954
"2269",2269,0.000470898474288943,0.000887016298924493,0.000483722730131089,0.000191113234591495,0.00071360608943863,0.000483933410762679,0,0.00039052330122364,0.00029603315571344,0.000628436763550668,0.000804117079446767,0.000510920934985311,0.000118623962040332,0.000511770726714432,0.000554446662231093,0.000610053684724256,0.000489775927513163,0.00133487585654534,0.00124157502660518,0.000666285931848467,0.000317460317460317,0.000557389979463797
"2270",2270,0.000655430711610487,0.000881834215167548,0.000433734939759036,0.000764379896808714,0.000592557478075373,0.000192752505782575,0,0,0.000687049124012367,0,0,0.000380228136882129,0.000352443609022556,0.000169764875647229,0.000327743486098214,0.000241837968561064,0.000243101981281147,0.000442125740560615,0.00070323488045007,0.00028291210863825,0.000949367088607595,0.00039526184509357
"2271",2271,0.000745364762880835,0.000328191663931736,0.000430313172364332,0.000378286362776622,0.000116849731245618,0.000382628658886551,0,0.000514601826836485,0.000196270853778214,0.000155957579538366,0.000159667890787163,0.000252238617732375,0.000115061557933494,0.000251445813427206,0.000164050965166512,0.00012093360744951,0.000365319045299562,0,0,0.000466417910447761,0.000625,0.000274695239070588
"2272",2272,0.000841829576279113,0.00054981306355839,0.000913944874693347,0.00094876660341556,0.000468000468000468,0.000863392171910975,0.00234535326883612,0.000258765687669815,0.000590522119974411,0.000469043151969981,0.000321646831778707,0.000379650721336371,0.000692600715687406,0.000506329113924051,0.000821377724236119,0.000242483026188167,0.000731528895391368,0.000975263764518131,0.00191604250130639,0.00131258203637727,0.000313087038196619,0.000783905874059466
"2273",2273,0.000278009452321379,0.000109529025191676,0.000143068338976584,0,0,0.000189663347558084,0,0.000128733264675592,9.8135426889107e-05,0,0,0.000500437883147754,0.000684618895481515,8.40618695359785e-05,0,0,0.00012122681537156,8.89363215937389e-05,0.000340889722174876,0.00037147102526003,0,0.000149465780389423
"2274",2274,0.00148340441312813,0.00208814155401692,0.00230171669703654,0.0020605038868596,0.00308148824469299,0.00180677063522252,0.00116076610562972,0.0037491919844861,0.0019185360094451,0.00267169574100267,0.000480923372875922,0.00112980165704243,0.00183381088825215,0.00211702938436786,0.00115613301035014,0.00205388425758125,0.00109729334308705,0.00115003538570418,0.00308536167295166,0.00213993301079271,0.00154798761609907,0.00191020994622022
"2275",2275,0.00196151690640762,0.000893954631802436,0.00121518495114956,0.00227186671715259,0.000917220820912635,0.000481695568400771,0.000576867608883761,0.000571591883395256,0.000492392535329164,0.000471401634192332,0.000475209884365595,0.000252016129032258,0.000230467849734962,0.000604542706624061,0.00109469074986316,0.000602990834539315,0.000364254492472074,0.000793720786665491,0.00171762281003092,0.00112570356472795,0.000633713561470215,0.000845172696531054
"2276",2276,0.00112559797392365,0.000672570339648022,0.000389692629938136,0.000379830975216029,0.000460458155865086,0.000192678227360308,0.000577867668303958,0.000143000143000143,9.87654320987654e-05,0.000471994965387036,0.000158604282315623,0,0.000230920217065004,0.00025953802232027,0.000164257555847569,0.000241196333815726,0.000365185636031649,0.000353606789250354,0.000689536286847095,0.000469792351780513,0.000954502068087814,0.000399980764481083
"2277",2277,0.00160105481258241,0.000674308833445718,0.00048801913034991,0.00133193796974598,0.00184438040345821,0.000675480073337837,0.000288683602771363,0.000143492610130578,0.000495441934205311,0.000157604412923562,0,0,0.000346660503813266,0.000781114389862871,0.000219334320337775,0.000362713093942691,0.00159177176441778,0.000353731871241599,0.0010351966873706,0.000283205890682526,0.000957243139757498,0.000649113116398928
"2278",2278,0.00168177146594413,0.000799908581876357,0.000735943479540771,0.000776623628773905,0.00104082340696195,0.00028804608737398,0.000592592592592593,0.000435729847494553,0.000698045472676506,0.00126702565726956,0.000952683391552874,0.000752445447705041,0.000916800366720147,0.000686636340228307,0.00104614029291928,0.000966417008939357,0.000497945972861945,0.000541809644211667,0.000348128807658834,0.000670241286863271,0.000328731097961867,0.000763070946577471
"2279",2279,0.00316780024224355,0.00148351021339724,0.00556912554958476,0.00154843704635633,0.00184821531708444,0.000573504110112789,0.000295945546019532,0.00130529369108049,0.000899955002249887,0.000159007791381778,0.000476341695776437,0.000375845652718617,0.000229515721826945,0.000858295425285383,0.00165334802976026,0.00120904364647564,0.00104153105064445,0.000630176449405834,0.00121527777777778,0.0020066889632107,0.000328515111695138,0.00127977971590895
"2280",2280,0.000560590488648043,0.00124858115777526,0.00210032726029405,0.000672559569561876,0.000802660245384704,0.000574327558150665,0.000293599530240752,0.00113895216400911,0.00116242206488429,0.00165727543917799,0.000477402928071292,0.000503778337531486,0.000344867226117945,0.000957937821126883,0.00049811822005756,0.000965717044905843,0.000124378109452736,0.000899928005759539,0.00292548614696266,0.0012346851552854,0.000968054211035818,0.000957697556401614
"2281",2281,0.000280688622754491,0.000911369332421964,0.000539083557951483,0.00558497833413577,0.00115048320294524,0.000482206577297714,0.000588408355398647,0.000427715996578272,0.00130828405463394,0.0001653165812531,0.00031791448100461,0.00025182573659028,0.000115406809001731,0.000439521800281294,0.00054839594187003,0,0.00976997279248083,0.000720461095100865,0.00137551581843191,0.000382848392036753,0.000971188086759469,0.00125388502709183
"2282",2282,0.000375763269140442,0.000114064104026463,0.000146606069491277,0.000385616504386388,0.000229964355524894,0.00124879923150817,0,0.00427655024946543,0.000302023557837511,0.00032986970146792,0.000795038956908889,0.000251161622504081,0.000460352169409598,0.000703358537014243,0.000109787561069331,0.0014402304368699,0.00210213923581056,0.000540686672073533,0.000343583576705034,0.000767828006526538,0,0.0007106392294162
"2283",2283,0.00206437083607019,0.000457980306846806,0.000586223742061553,0.000290360046457607,0.00149925037481259,0.000671785028790787,0,0.000285673475217826,0.000603378921962993,0.00049252996223937,0.000635424940428912,0.000253356979984799,0.000231535077564251,0.000879430129276229,0.000824855650261204,0.000360403652090341,0.000495049504950495,0.000631711939355654,0.000172532781228433,0.000289212378289791,0.000649772579597141,0.000589278014642237
"2284",2284,0.000752021056589585,0.000694283730617912,0.000342549547345241,0.00029086678301338,0.000694524829262646,0.000576978555630349,0,0.000143430866322433,0.000351758793969849,0.000326850792613172,0.000158881474420083,0.000382019610339997,0.000116144018583043,0.000351926799225761,0.000384953805543335,0.000479961603071754,0.000247494122014602,0.000180799132164166,0.000173520735727919,0.000290444379901249,0.000325626831650928,0.00034595416514321
"2285",2285,0.00385447024536994,0.0015063731170336,0.00307647231174919,0.00310679611650485,0.00126553152323976,0.000285496764370004,0.000296912114014252,0.000142897970848814,0.0063860813596822,0.000819806525659944,0.000159058374423413,0.000382555470543229,0.000234466588511137,0.000884095128635841,0.023021582733813,0.00276575276575277,0.00447427293064877,0.00117043306023229,0.000697836706210747,0.00320201824180089,0.00359242325277596,0.00292025396675336
"2286",2286,0.000375199324641216,0.000569087184156613,0.000972337012008362,0.000484449181280884,0.000916590284142988,0.000758653390232338,0.000295159386068477,0.000563777307963354,0.000350508236943568,0.0006538084341288,0.00047717512327024,0.000127502231289048,0.000584248656228091,0.000441189446748434,0.000329200043893339,0.000359367513176809,0,0.000268817204301075,0.000867152271938953,0.000770712909441233,0.000325732899022801,0.000499555620994125
"2287",2287,0.00093976130062964,0.000448933782267116,0.000478057175638206,0.000480769230769231,0.00102179836512262,0.000377429703717683,0.000876936568254896,0,0.000600961538461538,0.000819269211863018,0.000318877551020408,0.000509619059752835,0.000233808744447042,0.00123663987280276,0.000989445910290238,0.00072289156626506,0.00024835465044083,0.000267665952890792,0.000511334583262315,0.000476417341591234,0.000953591862682772,0.000595836379627154
"2288",2288,0.000280216700915375,0.000438644588222393,0.00042231711322791,0.0002855782960495,0.00235531628532974,0.00216348415012699,0.000572409845449342,0.000507743082000508,0.000899460323805717,0.000974025974025974,0.000318471337579618,0.000761904761904762,0.000465874679711158,0.000616903146206046,0.000656922318935786,0.000357270453733476,0.00111745716414204,0.000615438719887463,0.000165700082850041,0.000840807174887892,0.0270102452654455,0.00199172340306844
"2289",2289,0.00149128530151925,0.00163149880356754,0.00201972757162987,0.00170599943133352,0.00234768026830632,0.00131319763624425,0.000858860578299456,0.00290991902834008,0.00149805253170878,0.000810898475510866,0.00159286396941701,0.00101342791993919,0.00185679470813508,0.0022883295194508,0.00163844893500819,0.0014268727705113,0.00136358001735465,0.0013138302531313,0.00215018193847172,0.00167988800746617,0.00215450907971684,0.00166980222595534
"2290",2290,0.000186462800671266,0.000217485863418878,0.000656506447831184,9.45626477541371e-05,0.000447227191413238,0,0,0.000377453447408153,0.000200692388741157,0,0,0.000763650248186331,0.000348068221371389,0.000176803394625177,0.000328857221156481,0.000118934348239772,0.000373227170938044,0.000349406009783368,0.00016498927569708,0.000279381635313839,0,0.000242081348216643
"2291",2291,0.000275735294117647,0.000324184136589583,0.000280688622754491,0.000566091140673648,0.000331198940163391,0.000278810408921933,0.000284900284900285,0.000249500998003992,0.000200090040518233,0.000162654521795706,0.000319488817891374,0,0.000113275940190304,0.000260303687635575,0.000164050965166512,0.000118863663378105,0.000373041531957225,8.61400637436472e-05,0.000329543582138738,0,0.000303306035790112,0.000239136603634786
"2292",2292,0.00137842308399191,0.00150813314661209,0.00149735623040569,0.000566786321556773,0.00110424028268551,0.00130051091500232,0.000285551113649343,0.000993541977148535,0.00154938024790084,0.00146151347840208,0.00159718894745248,0.00112739571589628,0.00226526220410012,0.00217315716272601,0.000929723817336615,0.000832540437678402,0.000124239035905081,0.000861178091629349,0.00147831800262812,0.00146694783166774,0.000302388872089507,0.00118113223411737
"2293",2293,0.000553709856035437,0.000970245795601552,0.000791249709099372,0.000745434215430488,0.00033061494379546,0.000558087619756302,0.00112707805015497,0.000618199802176063,0.000598921940507087,0.000648403306856865,0.00047808764940239,0.000626095667417981,0.00056657223796034,0.00052128583840139,0.000599553060445849,0.000355829676194995,0.000496216350328743,0.000861474844934528,0.00112885018545396,0.00145414886849041,0.00242130750605327,0.000783398434499879
"2294",2294,0.000552435319031397,0.000754066573306043,0.0010691209966067,0.000559127760693318,0.000329924117452986,0.000186323830817962,0.00112454315434355,0.00123533045089561,0.000149782814918368,0.000649350649350649,0.000636739891754218,0.000753012048192771,0,8.67377916558244e-05,0.0051757014437483,0.0007097232079489,0.000869565217391304,0.000516840382461883,0,0.00118138858596874,0,0.000787605439835168
"2295",2295,0.00102726933134105,0.00140040935042551,0.00111757857974389,0.000748923422580041,0.00321472120607471,0.000653716847217034,0.000563063063063063,0.00110851090035719,0.00125824148170517,0.00146579804560261,0.00691096110575378,0.000768639508070715,0.000914703864623828,0.00148796498905908,0.00116485467051254,0.000843475117484034,0.000634356762243085,0.00103671706263499,0.00145819831497084,0.00100511695906433,0.00245474071801166,0.00148752196669234
"2296",2296,0.00282023289665211,0.000643155750884339,0.00171399453374716,0.00142599106378933,0.00143093010456797,0.00066193853427896,0,0.000246093269349083,0.000301416658293982,0.000974342318934719,0.0006328112640405,0.000250218941573877,0.000453360534965431,0.00017415534656914,0.00158999945172433,0.00164222873900293,0.000502197112366604,0.000874584572328144,0.000326477309826967,0.0025528811086798,0.00151331719128329,0.000987158414421841
"2297",2297,0.00501002004008016,0.00171600171600172,0.00129725722757598,0.00181263117725625,0.00353006067291782,0.000758509528775955,0,0.000492610837438424,0.000604168764474877,0.000486696950032446,0.000158227848101266,0.00212367270455965,0.000340909090909091,0.000522830254444057,0.00164572933238247,0.00258367586611861,0.00062996094242157,0.00158339197748065,0.0017938682322244,0.00146158764958436,0.00364188163884674,0.00153303297388698
"2298",2298,0.000365130077590141,0.000860122567465864,0.000418974908058284,0.000670433866487884,0.000888691401910687,0.000666222518321119,0.000279798545047566,0.000619348445435402,0.000453012533346756,0.000806842020332419,0.000316255534471853,0.000501190327026688,0.000686106346483705,0.000523834468308015,0.000822503701266656,0.000938306357025569,0.000380372765310004,0.000529614264277518,0.00163238654913484,0.000943396226415094,0,0.000633454448748384
"2299",2299,9.31445603576751e-05,0.000108707468203066,0.000141449384695177,9.61538461538462e-05,0.000226474917902842,9.52743902439024e-05,0,0.000125078173858662,0.000353321219462952,0,0,0,0.00011602274045713,0.000177698800533096,0.000219418540866703,0.000234631628343501,0,8.83548330093656e-05,0.000163425396306586,0.000482439212659205,0,0.000129599767288272
"2300",2300,0.00093492894540015,0.00065359477124183,0.00169779286926995,0.001252408477842,0.000455840455840456,0.000571210967250571,0.000282326369282891,0.000626487908783361,0.00080902057946099,0.000969775335380637,0.000789889415481833,0.000253742704897234,0.000349283967865875,0.000534521158129176,0.000549028220050511,0.000587751263665217,0.00165058405281869,0.00282685512367491,0.000652635013868494,0.00271081421241166,0.00093603744149766,0.000956882345434005
"2301",2301,0.00343005469546677,0.00161481321993756,0.0010295769374766,0.00182516810758886,0.00124307831393378,0.000854214123006834,0.000279017857142857,0.000123915737298637,0.00136958506645024,0.000645786244752987,0.000634014899350135,0.000508259212198221,0.000116333178222429,0.000443616360571378,0.00105193223341823,0.000704142706255134,0.000253356979984799,0.0008809796493701,0.00179036458333333,0.00229951135383731,0.00155666251556663,0.00107878018929347
"2302",2302,0.00259067357512953,0.00161013310433663,0.00163413950882435,0.00307013335891778,0.00214568040654997,0.000570667681186989,0,0.000247066090179123,0.000657295985438366,0.000641848523748395,0.000314465408805031,0.000253936008125952,0.000116144018583043,0.000798296966471527,0.00126103404791929,0.00116699731590617,0.000887536452390009,0.00070602771158768,0.00356911096690461,0.00181418886660938,0.0046583850931677,0.00136732195670388
"2303",2303,0.00139482983076065,0.00140434265960894,0.00154726181545386,0.00143664399961689,0.00217640320733104,0.0013427968540188,0.0011207621182404,0.000868917576961271,0.00178553208856239,0.000487012987012987,0.00159108989657916,0.00127226463104326,0.000349854227405248,0.00142475512021371,0.00262130507529281,0.000471531297889897,0.00126310471138057,0.000974399858269112,0.00159872102318145,0.00308077404447868,0.00185701021355617,0.00143187205889797
"2304",2304,0.00186393289841566,0.000971712373137551,0.00112549240292628,0.00124473381846036,0.00103104593882461,0.000382958353279081,0,0.000495724377246251,0.000508336722244815,0.000804375804375804,0.000789639924194567,0.000765599081281102,0.000938746773057968,0.000356030262572319,0.00104585236968129,0.00210084033613445,0.000380131779016726,0.000705965407695023,0.00111785372085596,0.0010599344767778,0.00186161960905988,0.000930977449011309
"2305",2305,0.00214212536090156,0.000324464633354964,0.00169022019813137,0.00172331258975586,0.00253135427453688,0.000382775119617225,0,0.000124208172897777,0.000305296901236452,0.000483169592526977,0.000633412509897071,0.000510790448218618,0.000941730429664509,0.000534854697807096,0.00149311508046231,0.00327447082212607,0.00050884111436204,0.000705591815134944,0.000319081046585833,0.0019293845263361,0.00155617802676626,0.00105306558858666
"2306",2306,0.079077583792363,0.000547705115565779,0.00057235524182009,0.00019387359441644,0.000233236151603499,0.000193554630794542,0.000280426247896803,0.00200300450676014,0.000681448865125544,0.000483870967741935,0.000475963826749167,0.000643997939206595,0.000238379022646007,0.000360555255092843,0.00138927479855515,0.00128624883068288,0.000890245453389292,0.000357142857142857,0.00097497562560936,0.00176470588235294,0.00189993666877771,0.00450230882258536
"2307",2307,0.00431681681681682,0.00121587266497181,0.00181687783887162,0.00262569289117962,0.00339459206367786,0.000484871993793638,0.000281056773468241,0,0.00091645028257217,0.000321802091713596,0.000632711167352104,0.000645744543458608,0.000119789171058936,0.000270343336036767,0.00188115525063627,0.00185873605947955,0.00127975428717686,0.00143010368251698,0.00146555935515388,0.00226600985221675,0.0016025641025641,0.00137269067736744
"2308",2308,0.00124164278892073,0.00088948187680676,0.000880238642476405,0.00136545401345948,0.000935125657510228,0.000877791865795377,0.00112898673440587,0.000874125874125874,0.000969338299066374,0.00032258064516129,0.000792895654931811,0.00090532850491464,0.000963159162051529,0.000899442345745638,0.00110926234054354,0.000349406009783368,0.000646830530401035,0.00125011161710867,0.00178803641092328,0.000592768227622999,0.00224430907342097,0.00100125315596076
"2309",2309,0.000674049109292248,0.000443606521015859,0.000389123984629603,0.000680933852140078,0.000814616548353311,9.68523002421307e-05,0,0,0.000456852791878173,0,0,0.000388299249288118,0.000361402240693892,0.00107642626480086,0.000386249517188104,0.000462534690101758,0.000385059684251059,0.000442673749446658,0,0.000292797189146984,0.000637958532695375,0.000380449344055439
"2310",2310,0.000864968765016819,0.000221361372440509,0.000632080517333593,0.000291573525123919,0.00058173356602676,0.000386884611664571,0.00028184892897407,0.000617894216510134,0.000659831489188915,0.000952683391552874,0.000630616427557938,0.000645911380958533,0.000843678437989635,8.9653935807782e-05,0.000441281923989189,0.000346700566277592,0.00012827090815803,0.000705405167092849,0.000160307790958641,0.000583544057576347,0.000637551801083838,0.000509703941965835
"2311",2311,0.000475918522748905,0,0.000193180720564088,0,0.000115861429730043,0.000286697247706422,0,0.000122699386503067,0.000507253728314903,0,0.000473858790080556,0.00126968004062976,0.000356590990134316,0.000268384326355341,0.000165929203539823,0.000345741615765818,0.000128485159964024,0,0,0.000281346712932571,0.00063351282863478,0.000267863843028782
"2312",2312,0.000853889943074004,0.00242024202420242,0.00361550327805631,0.00183309213699952,0.00232558139534884,0.000763650248186331,0.000278241513633834,0.000490857773959995,0.00715300324675325,0.00378847671665351,0.000472664250827162,0.000628140703517588,0.000940180984839582,0.000448108980103961,0.0140643097457393,0.000115021854152289,0.00311122634171636,0.00139154635588798,0.000315606753984535,0.00290425332583849,0.00884676145339653,0.00270287423937485
"2313",2313,0.00224887556221889,0.000986517592897073,0.000767828006526538,0.000865967478110266,0.00104226983207875,0.00104572678011218,0.00110588885816975,0.00146448620942153,0.00152617388207763,0.000632511068943707,0.000634014899350135,0.00198757763975155,0.00197192901055562,0.00169991947749843,0.00238610509960602,0.00138424270388741,0.00260824204486176,0.00121254113978867,0.00235626767200754,0.00148491879350348,0.000314564328405159,0.00141555086094153
"2314",2314,0.000371505526144701,0.000437636761487965,0.000289198438328433,0.00019153418885271,0.00057696745903531,0,0.000276090557702927,0.000121669302834895,0.000102124183006536,0,0,0.000244828008324152,0,8.90947968638632e-05,5.58534405719392e-05,0.000115021854152289,0.000262020175553518,0,0.000155666251556663,0.000276574167972711,0,0.000169799291066124
"2315",2315,0.000378787878787879,0.000877289176444786,0.00101087898334457,0.000478927203065134,0.000690766751093714,0.000286697247706422,0.000275254610514726,0.000973472864443904,0.000362750686635228,0.00175718849840256,0,0.000370233246945576,0.000345383375546857,0.000177935943060498,0.000390864928248367,0.000702823005739721,0.000289645184648805,0.000260213374967473,0.000621310966138552,0.000739234891886897,0.000625390869293308,0.000553097604138808
"2316",2316,0.00113657889751847,0.00207945715223815,0.00383711448990359,0.00307337687283903,0.00275513718287223,0.00112349030989608,0.000550660792951542,0.000364741641337386,0.000616459467789993,0.000793147208121827,0.000480461242793081,0.000368369351669941,0.00034447123665174,0.00035495607418582,0.000792617335673442,0.00324149108589951,0.00164699423552018,0.000848824378236143,0.00108275328692962,0.00257779414472473,0.00342999688182102,0.00149994729855112
"2317",2317,0.00089903802930864,0.00108660219493643,0.016688122824584,0.00103393176050381,0.00046072333563695,0.000934142923867352,0.00558065373372309,0.0012102142079148,0.00241223568055841,0.00110479797979798,0.000473484848484848,0.000245128079421498,0.00354123829106694,0.000266998932004272,0.00133385205357639,0.000578168362627197,0.00199733688415446,0.00143568955324719,0.00151998784009728,0.00063567017798765,0.000612182430364249,0.00209762857732683
"2318",2318,0,0.000217226023677637,0.000761723399190669,9.45090256119459e-05,0,0.000185770016719302,0,0.000120656370656371,0.000102811905618671,0,0.000159642401021711,0.00012202562538133,0.000113947128532361,8.88809883565905e-05,0,0.000230813618003462,0,8.45594452900389e-05,0.000756658595641646,0.000181455271275631,0,0.000153365705475113
"2319",2319,0.00709408530637581,0.000758068009529998,0.00135609071779285,0.000655369347439378,0.000683838614087075,0.000646950092421442,0.000261985852763951,0.000600744923705395,0.000820723262374968,0.00110253583241455,0.000631711939355654,0.000363152160755357,0.000677124478049881,0.000798296966471527,0.000834399510485621,0.000691483231531635,0.00053043362949211,0.000922586597332886,0.0012012012012012,0.0015304285199856,0.00181928441479685,0.00114192831468399
"2320",2320,0.000439869798539632,0.000541418516513265,0.000932270544912134,0.00065721528494977,0.000908368343363234,0.00203515263644773,0.00104547830632514,0.00144282794276783,0.000822749010130097,0.00298507462686567,0.000794028902652057,0.00206611570247934,0.00124547101449275,0.000533428165007112,0.000222890894906943,0.00138600138600139,0.00119047619047619,0.000586510263929619,0.000752785305630834,0.00108088632678797,0.000304785126485827,0.00104637163284117
"2321",2321,0.00131879725690171,0.000751960468363949,0.00111752654125535,0.000656044985941893,0.000788732394366197,0.000554272517321016,0.000521920668058455,0.000600096015362458,0.000257718674295139,0,0.000316706254948535,0.000121094696052313,0,0.000347252365656741,0.000113713895838071,0.00218390804597701,0.000265181649429859,0.000753516409912927,0.00105042016806723,0.000714860155482084,0.000303766707168894,0.000606547136685706
"2322",2322,0.00403898498551234,0.00117911887662129,0.000834067003382605,0.000844277673545966,0.00168634064080944,0.000276574167972711,0.000260416666666667,0.000239923224568138,0.00113116355596689,0.000784190715181932,0.000789265982636148,0.000847868217054264,0.000338638672536404,0.00120960774148955,0.000950304656492817,0.00149804102327725,0.000794596742153357,0.000418690336627031,0.000149700598802395,0.00115957541700116,0.000602228244504667,0.000953979768704906
"2323",2323,0.00141367732814985,0.000108178277801817,0.000971188086759469,0.00151271627115439,0.00124985797068515,0.000558711239407766,0.00130958617077004,0.00108853410740203,0.00118961415123616,0.000472813238770686,0.000956327701625757,0.00024440914090187,0.000226757369614512,0.000784040421639516,0.000451620187422378,0.00034447123665174,0.00133280021324803,0.00126678489992399,0.00135726134821294,0.00161579892280072,0.000910470409711684,0.00092217231875669
"2324",2324,0.00246978918585164,0.000649210127677992,0.00133640552995392,0.000754432289701999,0.00102203043379514,0.000558243394119836,0,0.000483500543938112,0.000361476891298735,0,0.000634920634920635,0.000121300339640951,0.000225402907697509,0.000348159108712682,0.00123283833006444,0.000344589937973811,0.000794596742153357,0.00117994100294985,0.000301250188281368,0.0015220700152207,0.00423985463355542,0.000884762487500386
"2325",2325,0.00414974395196892,0.00130165961601041,0.00170782367874452,0.00151343170639425,0.00204778156996587,0.000558139534883721,0.000521784503000261,0.000242101440503571,0.000516982887866412,0.000474984167194427,0.000477251034043907,0.000122624156958921,0.054867461511749,0.000697046266445935,0.00140417883621658,0.0016099356025759,0.000529661016949153,0.000843668269636379,0.000302617642608564,0.00170480035890534,0.00212830647613256,0.00370104686803593
"2326",2326,0.000176647235470765,0.000108873162765378,0.000416223465754058,0.000189753320683112,0,0.000186167737131155,0.000261848651479445,0.000243131534159981,0.000361925443358668,0.000467362517526094,0.000318015582763555,0.000121728545343883,0.000115353558657285,0.000174140182847192,0.000506215197705158,0.00103140041256017,0.000527983104540655,0.00025357112670104,0.00106334497949263,0.000359518245550962,0.000305343511450382,0.000342311786473408
"2327",2327,0.00176040841475222,0,0.000230606032653814,0.000568020448736154,0,0,0.000260688216892596,0.000121197430614471,0.000103177878662815,0.00015625,0,0.00012132977432662,0.000112866817155756,0.000173460537727667,0.000280504908835905,0,0,0.000168477803049448,0.000302023557837511,8.94534394847482e-05,0.000304506699147381,0.000226331998089386
