"","merged.pos","D75046-","D75054-","D75064-","D75066-","D75077-","D75079-","D75150-","D75173-","D75201-","D75211-","D75224-","D75239-","D75240-","D75251-","D75290-","D75292-","D75315-","D75327-","D75338-","D75366-","D75383R","mean"
"2386",2386,0.00521100290449342,0.00177746178457163,0.00421310138624626,0.00267875540902534,0.00521864315278028,0.00214212536090156,0.00156209320489456,0.00380835380835381,0.00283877878950187,0.00377899400573365,0.00216630561573071,0.00220664589823468,0.0026413735142274,0.00272087067861716,0.00331472435450105,0.00471380471380471,0.00459359448768661,0.00329738882452544,0.0023313419787265,0.00387561964849031,0.00273651290070367,0.00322988059151193
"2387",2387,0.00580650670309965,0.00426287744227353,0.0105043919224848,0.00669550885867326,0.00323857502698813,0.0101442531409958,0.00181865419589504,0.00245700245700246,0.0119041235454984,0.0210675972599199,0.000995850622406639,0.00245763808045531,0.00334768053562889,0.00560852495793606,0.00388631090487239,0.0215883668903803,0.0493701488739025,0.004986642920748,0.00524475524475524,0.00891008910089101,0.00819992190550566,0.00916644859953871
"2388",2388,0.00569014570221571,0.00391134289439374,0.00735461025105552,0.00466611364579013,0.0108336393683437,0.00564865373752589,0.00988039521580863,0.00860373647984267,0.00453477571982735,0.00651041666666667,0.00385647216633132,0.0043859649122807,0.00441422094965402,0.00540104796453043,0.00699054220760148,0.00567472477584837,0.0037491919844861,0.00491115278149835,0.00604007071302298,0.00527445020561416,0.00678371907422187,0.00595787559126475
"2389",2389,0.00361570247933884,0.0046023129572811,0.00268973864706146,0.00456858062506489,0.0037919826652221,0.00309394337146072,0.00155642023346304,0.00293542074363992,0.00239338555265448,0.00268164985314775,0.00148294611962432,0.00166049303870226,0.00236546422235364,0.00450269357562113,0.0057742782152231,0.00167149543124582,0.00293742017879949,0.00283864100062095,0.00294854784018871,0.00214419726614849,0.00438421681944998,0.00307807289696725
"2390",2390,0.16108136120228,0.0119895536562203,0.371231890578602,0.0263947831487424,0.243862815884477,0.00377002827521206,0.00259672812256557,0.00898019436585066,0.460832513929859,0.00523292916400766,0.00494967827091239,0.00528418610645702,0.0241006767185088,0.00813466494845361,0.00728650539201399,0.0183803052244625,0.0410819086501659,0.0159498207885305,0.00839469808541973,0.0109046497426503,0.00479233226837061,0.0688205821201791
"2391",2391,0.00490322580645161,0.00582293523469994,0.00681423417806084,0.00435090559546696,0.00611353711790393,0.00546242230175174,0.00599895670318206,0.00467117393976644,0.00415028396679773,0.00447055818112147,0.00579470198675497,0.00694712466229255,0.00497217947200189,0.00393006095604748,0.011876901474374,0.00312116820867239,0.00383680777593043,0.00450409872984416,0.00487525093203327,0.00496126729915571,0.00396825396825397,0.00531171659478874
"2392",2392,0.0106786083362039,0.00298222593343672,0.00333185250999556,0.00373888439773646,0.00347826086956522,0.00178638585934562,0.0013014055179594,0.00245730433714215,0.00190922976216452,0.00203665987780041,0.000993213044197981,0.00180645161290323,0.00201804368471035,0.00280201745256585,0.00414284047146692,0.00345365418894831,0.00255427841634738,0.00342558370143334,0.00300128626554238,0.00409836065573771,0.00436334787782626,0.00315999498919189
"2393",2393,0.00318800620368775,0.00357653791130186,0.00440215216327983,0.00434036539820329,0.00451153912892591,0.00131591314973212,0.002088772845953,0.0271611062879821,0.00523760161492716,0.00534215212414144,0.00132691988721181,0.00143715704206951,0.00119889701474643,0.00344027522201776,0.00128235019818139,0.00924276169265033,0.0139243740419009,0.00415312387143373,0.00413812785388128,0.00678437853353049,0.0178855325914149,0.00599895451319871
"2394",2394,0.00689061154177433,0.00719165767709457,0.00950477459471463,0.00534220340691463,0.00922288642186166,0.00749203970781045,0.00682952456002101,0.00816674792784008,0.00735935455734845,0.00874344241818636,0.00723684210526316,0.00384172109104879,0.00285918513223731,0.00655161393416427,0.00711411744125022,0.00828088771116264,0.00637348629700446,0.00976138828633406,0.00684248039914469,0.00795503674881107,0.00475435816164818,0.00706258857722072
"2395",2395,0.00697554254219773,0.00373719107896323,0.00587058038692462,0.00723036754368347,0.00562659846547315,0.00365271143579657,0.00578795053933175,0.00422517708462781,0.00415504893116833,0.00549519170725615,0.00428406656780359,0.00345843473805559,0.00453568870852232,0.00535614357662483,0.00559734126290012,0.00530386740331492,0.00369426751592357,0.00527224797745659,0.00553505535055351,0.00608642726719416,0.00632161201106282,0.0051524529568969
"2396",2396,0.00331356818974538,0.00195790504160548,0.00641112465574067,0.00337423312883436,0.00475184794086589,0.0313186288551513,0.000800640512409928,0.00424151696606786,0.00781976267293706,0.00397713149391002,0.00427772293517604,0.0019280205655527,0.00287804293080705,0.00280504908835905,0.0024465544358362,0.00671806167400881,0.00344343833694682,0.00516843562528842,0.00492468134414832,0.00458351696782724,0.00402252614641995,0.00529344807179231
"2397",2397,0.00408416940424398,0.00459855828983346,0.00471805108197614,0.00461160073785612,0.00537249283667622,0.00415539234634712,0.00701186623516721,0.00527439407258571,0.00367586547429637,0.005,0.00401203610832497,0.00261814373609111,0.00499330166849348,0.00399633669136625,0.0045542126466982,0.00298970213708338,0.00355645878318303,0.00452275511165552,0.00392784405004364,0.00399751265879009,0.0044971381847915,0.00438894439311921
"2398",2398,0.00311221767739641,0.00149458213974343,0.00252195451474893,0.00133128520225294,0.00107104605498036,0.00242036983251041,0.00135062128579146,0.00150206533984228,0.00180594319487769,0.00222496909765142,0.0013357822674904,0.00119221088885945,0.00134952766531714,0.00132133124122553,0.00134290885735972,0.000770755340233429,0.00189753320683112,0.00210244648318043,0.00261210274270788,0.00230353504031186,0.00368248772504092,0.00184503218087396
"2399",2399,0.00457030199838695,0.00463601052499687,0.0104082184374155,0.0109923977809739,0.00537923614846692,0.00351116746318151,0.00189907759088443,0.00276243093922652,0.00846060872431601,0.00405604719764012,0.0043261231281198,0.0226430084745763,0.00674929439194993,0.00321437402126432,0.00649959011593863,0.00639470782800441,0.00975547953883188,0.0124732021048529,0.00610820244328098,0.0132444444444444,0.00534539473684211,0.00730615800159973
"2400",2400,0.00290856207962189,0.00332141032192131,0.00468565189700664,0.00330715171558495,0.00584154801022271,0.00474308300395257,0.00546746856205577,0.00304182509505703,0.00389446547090121,0.00430875292379663,0.00365024058403849,0.00321672698029755,0.00297988577104544,0.00384615384615385,0.00412766699610488,0.00363036303630363,0.00289271789711986,0.00446960667461263,0.00455079271873165,0.00564617314930991,0.00418410041841004,0.00403401653105946
"2401",2401,0.00180913613749435,0.00205523442517662,0.00181595314840877,0.00154527660451221,0.0020069330414158,0.00236383334974884,0.00164835164835165,0.00124984376952881,0.00191152375750956,0.000734484024972457,0.000662471016893011,0.00285597715218278,0.00202557285732371,0.00157781099485135,0.00145239063498519,0.00109926349345938,0.0021340697966357,0.00257502228384669,0.00132003520093869,0.00240363215525683,0.00250941028858218,0.00179791551343212
"2402",2402,0.00533261026753435,0.00578480524489009,0.00836135599381987,0.00452581773297675,0.00418638514743356,0.00826771653543307,0.00522121461940093,0.392198939661702,0.00516540279151555,0.00269541778975741,0.000833750208437552,0.00177111716621253,0.00986218232393476,0.00457152356412601,0.0026246719160105,0.00595369349503859,0.00213648359934649,0.00385223231924141,0.00336011687363039,0.00639602025406414,0.0050314465408805,0.0232444240021613
"2403",2403,0.00498233535646345,0.003613369467028,0.0160350512669949,0.0217168612989142,0.00419172589757609,0.00404698450301056,0.0019262520638415,0.0137069383794275,0.00542436030902416,0.00941320293398533,0.00482689747003995,0.00135189941868325,0.00187875751503006,0.0151125134933156,0.00545972004414242,0.0460591403759481,0.00288112238506827,0.00354889589905363,0.00189559638378536,0.00602730012409147,0.010062893081761,0.00876961036510404
"2404",2404,0.00282177316584744,0.00220779220779221,0.00702512834369089,0.0055141427550291,0.00399781937125204,0.00246256895193065,0.00302530253025303,0.00385774562989753,0.00329942260104482,0.00158730158730159,0.00233683859122016,0.00149843345593243,0.00201918223119637,0.00223973454997926,0.003725695657236,0.00307658499066037,0.00414312617702448,0.00434482077614298,0.00522648083623693,0.00460625387545398,0.00375782881002088,0.0034654274807211
"2405",2405,0.0087663804789878,0.00937377945580003,0.00652095700665587,0.00597165991902834,0.00446508305054474,0.0849647611589663,0.00355094236547391,0.00276708373435996,0.00625686059275521,0.0046217465336901,0.00229998357154592,0.0021851953018301,0.0559289790741915,0.0057918252523581,0.0053985023509607,0.00406638092098033,0.014367816091954,0.485946528253844,0.00329607337345944,0.00790513833992095,0.0104123281965848,0.0349932383344711
"2406",2406,0.00125978583640781,0.00144129979035639,0.00463150321507262,0.00252985225662821,0.00105503780552136,0.00145264381173736,0.000818107444777748,0.00385774562989753,0.00114248408682879,0.00131973605278944,0.000818732601932209,0.000678518116433709,0.000503018108651912,0.00098838645910551,0.00115935308098081,0.00185711164518243,0.00111717974180735,0.00164617023336884,0.00401376146788991,0.00228170250109697,0.0020755500207555,0.00174512761462964
"2407",2407,0.00485088034495149,0.0036615666274356,0.00543600341434925,0.00651955867602808,0.00400976290097629,0.00328470679161434,0.00162910670648928,0.00314085527905291,0.00300891733683462,0.00586896634327464,0.0032626427406199,0.00256514108275955,0.00238125078330618,0.00395289467182739,0.00366215195024124,0.0017501640778823,0.00285785288270378,0.00481649166746942,0.00497866287339972,0.00496818617623987,0.00451745379876797,0.00386301033934399
"2408",2408,0.00481468023255814,0.00433469066071194,0.00608491841701974,0.00833166030917486,0.00434404865334492,0.00944498539435248,0.00274423710208562,0.00781059311691482,0.00379621478873239,0.00364564345607,0.0016479894528675,0.00258961428376721,0.00214267708595916,0.00348258706467662,0.00772088703123186,0.0129496402877698,0.00675084385548194,0.00602058652165469,0.00300343249427918,0.0091767173571054,0.00448247758761206,0.00549138691206525
"2409",2409,0.00273572861572132,0.00263747857048661,0.00423996391520072,0.00200904068307383,0.00310988251554941,0.00243735985180852,0.0107467621934417,0.00330679730557257,0.002029621503017,0.00562055517320486,0.00326104679602152,0.00339627767966309,0.00264417023419793,0.004399800763739,0.00225616105518917,0.00260671228413164,0.0033561218147918,0.00116527481064284,0.00271428571428571,0.00165982353455054,0.00323624595469256,0.00331281480804678
"2410",2410,0.00337622045807099,0.0025072578516759,0.00247870566496913,0.00311151259660745,0.0025706940874036,0.00175250705870899,0.00192413413963716,0.00243131534159981,0.00311782080735149,0.00308395202741291,0.00211968041741399,0.00122232785549368,0.00200576657891438,0.00365266478499087,0.00179138977174227,0.00227346541084768,0.00173482032218092,0.00262288711870993,0.00256922637739081,0.0024411508282476,0.0032258064516129,0.00247682409290393
"2411",2411,0.00742846661775495,0.202827695560254,0.027125834988265,0.0146822204344328,0.00445129258688581,0.0128381027048216,0.00302197802197802,0.0152587890625,0.00524676176422364,0.013478012564249,0.00840890354492993,0.0061307901907357,0.00614651279478174,0.00517226995912238,0.0119061380187262,0.0049929447519809,0.0169915042478761,0.0104380060481904,0.00586552217453505,0.0203529000698812,0.00563153660498793,0.0194474372719577
"2412",2412,0.0129429043510189,0.0338486140724947,0.00808053448898519,0.00693467336683417,0.002031144211239,0.00401409829645584,0.000821692686935086,0.0232473222979552,0.0218630136986301,0.0100307762452981,0.000822368421052632,0.0716438356164384,0.0145486197463318,0.00250773217420379,0.013599537037037,0.00325132762544706,0.0245421701756572,0.00565467485619577,0.00572573718866304,0.014212224256692,0.270686070686071,0.0262385272142684
"2413",2413,0.00555050045495905,0.005273566249176,0.00789931717766769,0.00399241441261603,0.01183136143976,0.00525410775697363,0.0189434364994664,0.00603209072264447,0.0062631637290766,0.00388393877084761,0.00301507537688442,0.004390049221764,0.00360967392612201,0.00513190602197097,0.00392478472262902,0.00373093383079118,0.00415303297256481,0.00533284295696947,0.00665628098003116,0.00605117565698479,0.00519792083166733,0.00600559874816984
"2414",2414,0.00217233888486604,0.00346598202824133,0.00364201643348879,0.00257885340210276,0.00254210359072132,0.00199316628701595,0.0013196093956189,0.00323974082073434,0.00312688573152669,0.00226193168966297,0.00214273940992253,0.00208143619097177,0.00368564974438236,0.00268902246124644,0.0015059368664929,0.0165727902946274,0.0920230363925989,0.00529004013133893,0.00224372458280746,0.00428595919766844,0.00299962504686914,0.00770774231347168
"2415",2415,0.00635439360929557,0.0069381986380573,0.00596125186289121,0.00637196336121067,0.00791514959632737,0.00655169091434628,0.00795334040296925,0.00667313758796409,0.00592917924787263,0.00780189959294437,0.00643352029033322,0.00702941942202551,0.00476020468880162,0.0063576372122968,0.00626195860149591,0.00520720329789542,0.00490075961774075,0.0061321618158521,0.00632200056195561,0.00583590799862684,0.00449775112443778,0.00629470140215906
"2416",2416,0.00418181818181818,0.00308721378955493,0.00288978191177135,0.00517412935323383,0.0029855436832181,0.00231236149918104,0.00158353127474268,0.00182083029861617,0.00175448215362684,0.00215199909389512,0.0021494708994709,0.00182339150820526,0.002737769313177,0.00321517562896873,0.0041799709724238,0.00217296827466319,0.00171086398631309,0.003281079110463,0.00308512130136026,0.00575156665808224,0.00411368735976066,0.00296013125012126
"2417",2417,0.00472340812062858,0.00385208012326656,0.00473869482805307,0.00665739268680445,0.00734145579506404,0.00450580001917362,0.00105207785376118,0.0148148148148148,0.00317512454152297,0.00639228440058316,0.000655200655200655,0.002466251298027,0.00165837479270315,0.00424747555698029,0.00342108314971588,0.00562162162162162,0.00594660194174757,0.00390447652773994,0.00489715964740451,0.00694742259198902,0.00520059435364042,0.0048675902533544
"2418",2418,0.00338796813478619,0.00401502396062686,0.00424153972452796,0.00502765208647562,0.00600790513833992,0.00303059927656662,0.00187366167023555,0.0036697247706422,0.00291288815608684,0.00304362529590801,0.0033217073575818,0.00198833510074231,0.00264550264550265,0.00315482931564472,0.00334841097338894,0.00186280955511725,0.00258366141732283,0.0036965160336383,0.00339222614840989,0.00346981263011797,0.00299962504686914,0.00331781068754912
"2419",2419,0.00209509928948807,0.00130276185513288,0.00290012688055102,0.00120845921450151,0.00062082880645662,0.00125993409575499,0.00131027253668763,0.00134260954473331,0.00152738380973162,0.00163380895327306,0.000816193274567418,0.00157666535277887,0.00154706652386053,0.00160552299911696,0.00186252255398405,0.00107700592353258,0.00144700349692512,0.00149546686606225,0.00169443659983056,0.00157425223019066,0.00184979652238254,0.00151177225378773
"2420",2420,0.0130964374026926,0.00563195808775377,0.0237028995340842,0.0061380559468706,0.00433101314771848,0.186176588094287,0.00371648526679055,0.052431704030381,0.00991509175568337,0.00427397260273973,0.00181129589988474,0.00785751702462022,0.00712419852766564,0.0100200400801603,0.00952885124404447,0.00576651071700577,0.00836972343522562,0.0137383177570093,0.00381140598531903,0.0105051212466077,0.00147710487444609,0.0185440139362376
"2421",2421,0.00431469751216378,0.00353125817420874,0.00384267631103074,0.00350631136044881,0.00153022188217292,0.00227925874541671,0.000789889415481833,0.00232843137254902,0.00142309797482211,0.00237580993520518,0.00130676249591637,0.00117126496616346,0.00118035882908404,0.00255918106206014,0.00157885503771709,0.00204807588660127,0.00156193680163403,0.00157933853586027,0.00238864690178446,0.00270081895800662,0.00403669724770642,0.00228731378123971
"2422",2422,0.00322135296824666,0.0027443805541035,0.00334796181513822,0.00190057017105132,0.00167325829023426,0.00138586418530984,0.00131406044678055,0.00221511198621708,0.0019737924228302,0.0026919349628513,0.0013056960992329,0.00181488203266788,0.00235045246209895,0.00280201745256585,0.00128624883068288,0.00226879861711322,0.00107784431137725,0.00167099888600074,0.00168539325842697,0.00164987843001042,0.00182815356489945,0.00200993579751616
"2423",2423,0.00653835528133346,0.263330706593118,0.0187787023143728,0.0187284875480867,0.0206907043967747,0.0128345438264849,0.0031813361611877,0.381389578163772,0.0077319587628866,0.0056946384441818,0.00572269457161544,0.00848563968668407,0.0104203670811131,0.00704056324505961,0.028544578879361,0.00692116362063372,0.0281605751947274,0.185807656395892,0.00666194188518781,0.12619068426112,0.0237139730025538,0.0560270880626737
"2424",2424,0.00627653682850286,0.00796760710553814,0.00846997010598786,0.00977428456267634,0.0117700316885469,0.0378442639191599,0.00344919076678164,0.00345892526250772,0.00730809385131051,0.00719038420261859,0.00261566127186529,0.00298197847789446,0.00235155790711346,0.00496397117694155,0.00352236703064459,0.00790813562994258,0.0141165211149659,0.00582847626977519,0.00633624331174317,0.00572717806317251,0.00542691751085383,0.007870871240883
"2425",2425,0.00429866367629194,0.00397508943951239,0.00426207209249603,0.00314944630702022,0.00425920292059629,0.00534220340691463,0.0276435856146001,0.00320987654320988,0.00289871230280395,0.00389441800086543,0.031527754485997,0.00169359041167275,0.00176636834667923,0.00248397435897436,0.00337288441847859,0.00525221577853157,0.00292897241884306,0.00354576840533731,0.00397163120567376,0.00421978021978022,0.00291545189504373,0.00602912677377726
"2426",2426,0.0129808603373129,0.00321070234113712,0.00417489674986533,0.00506380392951185,0.00544794188861985,0.00474113407927176,0.00212314225053079,0.00475899938987187,0.0102385300791411,0.00390377716817894,0.00148196937263297,0.00221152595290751,0.00988816951147734,0.00340945131620679,0.00960461964527724,0.0221325774095072,0.00562537402752843,0.0151672162034856,0.00327728697634654,0.00741459969988525,0.00473071324599709,0.00674225197974731
"2427",2427,0.00440983298930381,0.0191306611140031,0.00487048926278503,0.00654112983151635,0.00469966221177853,0.005727161768848,0.00479105669417088,0.00594742476507672,0.00215600641273702,0.00285020584820015,0.0032927230819888,0.00524967989756722,0.00381326554194592,0.00413096695226438,0.00524238675855569,0.00272628135223555,0.00466172603394693,0.00647191011235955,0.00421348314606742,0.00884575747165922,0.00819964349376114,0.00561768832098911
"2428",2428,0.00432737535277516,0.00754422476586889,0.00778933392343439,0.00911613158937772,0.00657030223390276,0.00638257931293411,0.00481026189203634,0.00651967757230915,0.00337202874516307,0.0069502948609941,0.00607653145015602,0.00472300229767679,0.00598595602624612,0.00694020744356315,0.00618520263901979,0.00676339042216647,0.00738886902633774,0.00663636363636364,0.00631667602470522,0.00781451266638042,0.00711237553342817,0.00644406178165901
"2429",2429,0.0200225606316977,0.00649519355676799,0.00723965920628614,0.00900009890218574,0.00535688432025481,0.00299513290902284,0.00292553191489362,0.00330422468727873,0.0178858187053547,0.00304238355014687,0.00180357435645188,0.00280183392766174,0.00264367816091954,0.00464196027699566,0.00854902423206179,0.00589777195281782,0.00712927756653992,0.0228223313329696,0.00573426573426573,0.0107710719781159,0.00743099787685775,0.00754729884664507
"2430",2430,0.00583694219544342,0.00460950875806664,0.00433532404335324,0.0060515873015873,0.00362423890982894,0.00225373274485867,0.000799786723540389,0.00164919307338909,0.00227197162806162,0.00251493241119145,0.00246669955599408,0.00203873598369011,0.00241434812600598,0.0029693924166286,0.00372759008342702,0.00317703768624014,0.00261624449994054,0.00201152052665265,0.0026719167486992,0.00343967667039298,0.00213219616204691,0.00302917029757328
"2431",2431,0.00378107571604121,0.00790409695692267,0.00402619237235643,0.00425995640974837,0.00517315706279638,0.00289800878751052,0.00343370311674591,0.00377313995991039,0.00377422262280306,0.00405363267851575,0.00343642611683849,0.00140270339199184,0.00149614455058119,0.00289501752247448,0.00386444708680143,0.00528343423225096,0.0050965983169373,0.00551419906258616,0.00295774647887324,0.0041422160856058,0.00425985090521832,0.00397266521111952
"2432",2432,0.00957164518574678,0.0227901462257937,0.0125088401697313,0.014379214597382,0.0243480766460164,0.04521625163827,0.00530222693531283,0.00834116541353383,0.130338325013866,0.00657354149548069,0.0213633398564905,0.00446200917899031,0.00609615827007131,0.00818994665264107,0.0101956624233852,0.0178610563225948,0.0141995030173944,0.00390164231920878,0.00830284266816775,0.0181724669981142,0.00640797436810253,0.0189772397807759
"2433",2433,0.00346020761245675,0.00118530225207428,0.00181207460443737,0.00222401940962394,0.0176243014758561,0.00113776429316393,0.00185087255420412,0.000821403426425722,0.00127289833416348,0.00102490519626935,0.00146579804560261,0.0011491317671093,0.000805338242061666,0.00187560957311126,0.00188579173787495,0.00230414746543779,0.00129671106919722,0.00300655976676385,0.00168823860438942,0.00145747599451303,0.00177367860943597,0.00243439190638915
"2434",2434,0.00635696821515892,0.00806771591059384,0.00798651166918094,0.00569047860989737,0.00432650706662821,0.00618694079573577,0.00847682119205298,0.00507254925091424,0.00523822791864029,0.00648615257901781,0.00622950819672131,0.00397895007059428,0.00740655016780465,0.00550818682562439,0.00681118218431651,0.00674331196108777,0.0066092293166529,0.00640966944419009,0.00553819937517751,0.0077646449831766,0.0099964298464834,0.00651832074188809
"2435",2435,0.339718067362531,0.00724832214765101,0.0146623621199892,0.0101905635381637,0.00845604315497886,0.00370089200986905,0.00294432548179872,0.0193647420002362,0.00992362156436416,0.00318405916187346,0.00298804780876494,0.00555125225923057,0.00220494371591041,0.00181653042688465,0.0174499067332571,0.0218781555031976,0.010918585331118,0.00747561309143951,0.0034324942791762,0.0224915003051173,0.0186676427525622,0.0254413176546721
"2436",2436,0.00240870989498025,0.00132784490771478,0.0029673590504451,0.00180162145931338,0.00131252734431967,0.00122422073641586,0.00184647850171459,0.0017472335468841,0.0011099395082968,0.00150466445982546,0.00179738562091503,0.00140449438202247,0.00114573785517874,0.00140751166753093,0.00213042963664339,0.00132949257699978,0.00140236064041136,0.00227045681591136,0.00281452293836195,0.00273551034364849,0.00468806346916697,0.00192269358841431
"2437",2437,0.00232648313299729,0.00295341656598201,0.00230875105447764,0.00301659125188537,0.00292056074766355,0.00274829416224412,0.00264480296217932,0.00315568022440393,0.00199900049975012,0.00411151223425592,0.00310762185148839,0.000895828001023803,0.00206801470588235,0.00327356595491407,0.00148174490279753,0.0028828029715046,0.00280439354989484,0.00270880361173815,0.00325410299943407,0.00318115381308572,0.00327630141973062,0.0027199726960635
"2438",2438,0.178865729520116,0.193310048361096,0.0273321185725079,0.0156655358211934,0.0092511013215859,0.25319909672563,0.00530785562632696,0.00960299800913456,0.0122052704576976,0.00229931020693792,0.00146818923327896,0.00332778702163062,0.00241268382352941,0.00378141914436124,0.00521450580706329,0.00221263414094479,0.00571295324705608,0.13876454789615,0.00879058556642563,0.0144089732528041,0.00323857502698813,0.042684377084879
"2439",2439,0.00183256172839506,0.0573000536768653,0.0027483487743251,0.00358994814519346,0.00508130081300813,0.00909858362254948,0.00132345156167284,0.00198112108145904,0.00116550116550117,0.00199840127897682,0.00195758564437194,0.00166282936812484,0.00103388856978748,0.00133155792276964,0.00206855791962175,0.00254847645429363,0.00139827546026567,0.00249420986994477,0.00239943542695836,0.00248948407588634,0.0201294033069734,0.00598252266033068
"2440",2440,0.00326344936708861,0.0456653084164676,0.00561091659933567,0.003125,0.00494329747019482,0.00394306597422581,0.00348432055749129,0.00412055568636685,0.0229930290083202,0.0038034230807727,0.00411929477673422,0.0037506466632178,0.00197078599582657,0.00375488134574947,0.00290521728604285,0.00347572597824868,0.00223214285714286,0.00381957075300109,0.00474001723642631,0.00525992811431577,0.00477064220183486,0.00675005806518114
"2441",2441,0.00653467277869892,0.00596342433077127,0.00565500044527563,0.0060515873015873,0.00624183480911598,0.0026160889470242,0.00133262260127932,0.00223529411764706,0.00395366967368304,0.00138806266111442,0.00212661540978243,0.00192283040635816,0.00149562816382881,0.00547256323029138,0.0097058473264261,0.0046692607003891,0.00455394675385334,0.00471111111111111,0.00441658355891153,0.00502643209983534,0.00936262153402953,0.00454455704576257
"2442",2442,0.00521704892213801,0.00507072324526288,0.00706093995952327,0.00556623823499646,0.00550884314293998,0.00347875141030463,0.00621285791464074,0.00322850651680019,0.00346620450606586,0.00438378001394839,0.00316561146284572,0.00412849954844536,0.00522466039707419,0.00469868735083532,0.00390953927583303,0.00652565256525653,0.00400659910440726,0.00396610780602127,0.00506585612968592,0.00490625547573156,0.00364033491081179,0.00468722370921754
"2443",2443,0.00433369447453954,0.00359520639147803,0.00378753719902606,0.00484310362223792,0.00531991373112868,0.00384837406195882,0.00349274583557227,0.00396158463385354,0.00396293815583836,0.00364855536929297,0.00606756313545425,0.00193698347107438,0.00337523277467412,0.0030438010393467,0.00483755375059723,0.00312989045383412,0.00339697786107532,0.00314861460957179,0.0041907514450867,0.00628766046633482,0.00217706821480406,0.00392313098556094
"2444",2444,0.00319106501794974,0.00145927301671531,0.0158353488796605,0.00352573788657198,0.000878992089071198,0.150683603219238,0.000536912751677852,0.00289470510191774,0.00735867989742446,0.00444312796208531,0.00115397296406198,0.000263400500460951,0.00652199691687418,0.00220767356881851,0.00651757952642908,0.00291088222122705,0.00833333333333333,0.0386075949367089,0.00317827217567177,0.0046231681786462,0.00294117647058824,0.0127650712673873
"2445",2445,0.0141381730672817,0.00346528055444489,0.0091432751211484,0.00373737373737374,0.00628930817610063,0.00364963503649635,0.0043525571273123,0.00350962120295292,0.00401136553568444,0.00267273807166898,0.00593765462642256,0.00198491464867011,0.00714796283059328,0.00374331550802139,0.00395920815836833,0.00371412492965672,0.00353107344632768,0.00322696306920043,0.00495843663409654,0.00421385304187516,0.00440690414983474,0.00484732088921578
"2446",2446,0.00412640901771337,0.00281765731920032,0.00486171627757648,0.00436903068482016,0.00529100529100529,0.00404079276505676,0.0040595399188092,0.00339805825242718,0.00446279147606828,0.00452577725304998,0.0134228187919463,0.00279552715654952,0.00299365345467609,0.00444648880711438,0.00341215205028435,0.00348314606741573,0.00329102021626704,0.00444928720602924,0.00474284867348451,0.00699238803328023,0.00404709345106696,0.00457281915065911
"2447",2447,0.0061048839071257,0.0214304848647201,0.010578860597179,0.0172064777327935,0.00427776985598175,0.00661680092059839,0.0040950040950041,0.00481695568400771,0.00445781789813886,0.00461417632043982,0.00344262295081967,0.0323396326856534,0.00514970059880239,0.00649648425557933,0.00766604779301671,0.0433552184740774,0.0137162954279015,0.133182640144665,0.00989952718676123,0.0180387302148731,0.00404709345106696,0.0172158678599622
"2448",2448,0.00291691812512573,0.00175604484668378,0.00298274596182085,0.00212873796249366,0.00427715996578272,0.00278524779101037,0.00302114803625378,0.00277075051198651,0.00189721555716757,0.00316957210776545,0.0029840848806366,0.00240641711229947,0.00240471323794638,0.00376286284748887,0.00231115436078336,0.00251457309406789,0.00283419933868682,0.00467583850373168,0.00148787382829936,0.00142234865321362,0.00368595650571323,0.00277121729661703
"2449",2449,0.00445705024311183,0.00436026706635781,0.00391795344549435,0.00469675311415152,0.00628751071734781,0.00590741816773194,0.00335946248600224,0.00388066941547417,0.00366011599752238,0.0034435261707989,0.00363156157147573,0.00323711896412193,0.00351047088730178,0.00425038639876352,0.00371046228710462,0.00444343169647944,0.00305630657105913,0.00529860799281545,0.00514216575922565,0.00422016701086469,0.00333086602516654,0.00418106057087483
"2450",2450,0.0054589567327133,0.00764505119453925,0.00502489397012724,0.00459464978558301,0.00325963718820862,0.00348196150498114,0.00223838836038053,0.00145631067961165,0.00408254571891952,0.0035485460818137,0.00116105490131033,0.00242882202131966,0.00157042763952646,0.00255003477320145,0.00256019506248095,0.00422229829966906,0.0023623907394283,0.00268865388062377,0.00377871825876663,0.00467415730337079,0.00407558354946276,0.00346967988790658
"2451",2451,0.00333839150227618,0.00232272168329007,0.00157305450171185,0.00256357670221493,0.00226950354609929,0.00183610359489756,0.00112391121101433,0.00134228187919463,0.00150468123049487,0.00176782557454331,0.00098797958175531,0.000811688311688312,0.00109038042161376,0.00146967821782178,0.0024268899405412,0.00079654073736914,0.00105522335561027,0.001790670606142,0.00151837230488916,0.0027073368829528,0.0037397157816006,0.00181126321751054
"2452",2452,0.00638427239562221,0.00671049027663654,0.00414454689391823,0.00596278400328981,0.00511073253833049,0.00597532767925983,0.00676437429537768,0.00553097345132743,0.00512906283101968,0.00373537796127003,0.00511298037275276,0.00352829420545529,0.00776604780973183,0.00348891300976896,0.00534791856578548,0.00535246555062066,0.00387460373370905,0.00644352962233757,0.00731707317073171,0.00795731983000271,0.00416351249053747,0.00551431431845169
"2453",2453,0.00413181497530989,0.00612995504699632,0.00306976744186047,0.0101580135440181,0.00309466872977915,0.0012397482357429,0.00168823860438942,0.00330720235178834,0.00262496509354929,0.00430950048971596,0.000823180770497201,0.00187995165838593,0.00422144494029671,0.00376923076923077,0.00315783081314143,0.00250085256337388,0.213365155131265,0.00434435676921713,0.00166843622023358,0.00450856627592426,0.00710811821922933,0.0136714761259021
